From	To
A1ZB73	FBgn0063492
Q27580	FBgn0014455
Q95TH0	FBgn0032775
Q9VIX4	FBgn0032775
Q8INY5	FBgn0032656
Q8INY6	FBgn0032656
Q9VJB5	FBgn0032656
Q9W223	FBgn0034756
Q9V427	FBgn0027108
Q9VES6	FBgn0038450
Q9I7D0	FBgn0011754
Q961E7	FBgn0011754
Q9VYV7	FBgn0011754
Q8INT6	FBgn0032940
Q9BKE4	FBgn0032940
Q9BKE5	FBgn0032940
Q9VID4	FBgn0032940
Q7KRU8	FBgn0015222
Q24312	FBgn0005427
P15007	FBgn0000579
Q9I7R0	FBgn0042138
Q6AWE8	FBgn0035218
Q9W0F5	FBgn0035218
Q8IH39	FBgn0085436
Q95TG6	FBgn0085436
Q9VYT4	FBgn0030343
Q03427	FBgn0010397
Q8SZQ4	FBgn0039914
Q9V4E6	FBgn0039914
Q9VL58	FBgn0032171
Q7K4Y8	FBgn0039911
O16040	FBgn0022349
Q7KLU9	FBgn0022349
Q7KLV0	FBgn0022349
Q86PC7	FBgn0022349
Q8I0J1	FBgn0022349
Q8IGY5	FBgn0022349
Q8IMG1	FBgn0022349
Q9TVG2	FBgn0022349
Q9TW87	FBgn0022349
Q9U4Q6	FBgn0022349
Q9U4Q7	FBgn0022349
Q9U4Q8	FBgn0022349
Q9U4Q9	FBgn0022349
Q9U4R0	FBgn0022349
Q9U4R2	FBgn0022349
Q9U4R3	FBgn0022349
Q9U4R4	FBgn0022349
Q9U4R5	FBgn0022349
Q9V9U3	FBgn0022349
Q9VAJ1	FBgn0039680
P06604	FBgn0003886
P29742	FBgn0000319
Q95T64	FBgn0035975
Q9V558	FBgn0015037
Q8T487	FBgn0030370
Q9VYQ3	FBgn0030370
Q9W2D9	FBgn0034654
Q8MQX4	FBgn0038862
Q9VDD8	FBgn0038862
Q9VKR4	FBgn0032287
O76464	FBgn0024945
Q709R6	FBgn0037719
P91635	FBgn0015277
Q9W1M7	FBgn0015277
Q9VI51	FBgn0037463
Q8MSP0	FBgn0031251
Q9VPP2	FBgn0031251
Q9VX82	FBgn0065032
P48159	FBgn0010078
Q9VDZ1	FBgn0038686
Q27607	FBgn0004406
Q9W097	FBgn0035264
Q7KND8	FBgn0026326
Q95S25	FBgn0026326
Q8MSU4	FBgn0037371
Q9VCM6	FBgn0039075
Q9VD02	FBgn0038972
Q9VNG6	FBgn0037364
P19889	FBgn0000100
Q27279	FBgn0005355
Q9VG38	FBgn0005355
Q7KTS4	FBgn0025825
Q9VNC2	FBgn0025825
O18337	FBgn0015794
Q9W4A0	FBgn0015794
Q8IQP1	FBgn0040512
Q8IQP2	FBgn0040512
Q9VV89	FBgn0040512
Q9VJE5	FBgn0020503
Q9VNH1	FBgn0037368
P18459	FBgn0005626
Q95V55	FBgn0038197
Q9W1L2	FBgn0050183
Q9VYV3	FBgn0030329
Q27IS6	FBgn0032515
Q27IS7	FBgn0032515
Q4TZM6	FBgn0032515
Q8IP72	FBgn0032515
Q9VJY9	FBgn0032515
Q9VJ35	FBgn0032723
O46040	FBgn0053548
P83501	FBgn0053548
Q86BA1	FBgn0053208
Q9VHC3	FBgn0000244
O77263	FBgn0025629
Q5BI03	FBgn0034009
Q7JZC5	FBgn0033458
Q8IR85	FBgn0030345
Q8SX17	FBgn0030345
Q9VYT2	FBgn0030345
Q9VC87	FBgn0039189
P82804	FBgn0034918
Q9VTE5	FBgn0010741
Q9VGT3	FBgn0040259
Q9VKW1	FBgn0032246
Q9VD01	FBgn0038973
Q9VD22	FBgn0038953
Q9VE75	FBgn0028670
Q9W532	FBgn0025625
O18334	FBgn0015797
Q8IPC6	FBgn0032202
Q8IPC7	FBgn0032202
Q8MYS1	FBgn0032202
Q9VL14	FBgn0032202
P39736	FBgn0004856
Q0E980	FBgn0033919
Q961R5	FBgn0033919
P35122	FBgn0010288
P05389	FBgn0003274
Q9W0P4	FBgn0035148
O61380	FBgn0023213
Q9VSD7	FBgn0035838
Q8T3S1	FBgn0025702
Q9VNV0	FBgn0025702
A1ZAX1	FBgn0034258
Q4QPW2	FBgn0034478
Q8IGQ6	FBgn0038860
Q8SZZ8	FBgn0038860
A1ZAS8	FBgn0027506
Q9VMT6	FBgn0031688
Q9NDR1	FBgn0027506
Q7PLL3	FBgn0020660
Q8SYL3	FBgn0020660
Q9VN97	FBgn0037307
Q9VZP5	FBgn0026259
Q9V564	FBgn0033401
Q9W3W8	FBgn0029897
Q24007	FBgn0013272
Q6AWQ3	FBgn0013272
Q7JNM8	FBgn0013272
Q8MLT4	FBgn0013272
Q95PA9	FBgn0013272
Q9W2J7	FBgn0034602
P25159	FBgn0003520
Q9VI58	FBgn0037470
Q95R57	FBgn0031022
Q9VWH9	FBgn0031022
P54361	FBgn0014184
Q9VMZ9	FBgn0037228
P40797	FBgn0013726
Q24021	FBgn0012058
Q9VS37	FBgn0012058
Q7K157	FBgn0034360
A1ZAY1	FBgn0034264
Q8IGN9	FBgn0034264
Q95TY4	FBgn0032857
Q9VIM6	FBgn0032858
Q9VRZ6	FBgn0035721
Q8T3H8	FBgn0035168
Q9W0M1	FBgn0035168
Q9W3K5	FBgn0040319
Q9VNI5	FBgn0037379
Q9VRG7	FBgn0029067
A1Z9F4	FBgn0053156
Q86NK6	FBgn0053156
Q8IGA7	FBgn0053156
O61618	FBgn0023388
O61639	FBgn0023388
Q8INU2	FBgn0023388
Q8T068	FBgn0023388
Q9VIF7	FBgn0023388
Q9W2E1	FBgn0050263
Q9VY83	FBgn0030525
Q7JW12	FBgn0034455
Q9VHQ0	FBgn0051450
A1ZBP3	FBgn0028372
Q86LF0	FBgn0028372
Q8IHD7	FBgn0028372
Q9U904	FBgn0028372
Q9VMM7	FBgn0031736
Q9VHI4	FBgn0040534
Q9VHW5	FBgn0037544
Q9VU84	FBgn0036372
Q9VY77	FBgn0030530
Q9VKM7	FBgn0053129
Q9VKM8	FBgn0053129
Q9I7J0	FBgn0038774
Q9VMX3	FBgn0031657
P55824	FBgn0005632
Q9V434	FBgn0086443
Q3YNB4	FBgn0028707
Q3YNB5	FBgn0028707
Q8MSZ1	FBgn0028707
Q9U6H7	FBgn0028707
Q9VKB3	FBgn0028707
Q9W3Y7	FBgn0029878
Q9VSP0	FBgn0035923
P35820	FBgn0005624
Q9VHG8	FBgn0037667
Q9VGR1	FBgn0037881
O02649	FBgn0015245
Q86BS3	FBgn0044324
Q9VQ58	FBgn0031377
Q9VB52	FBgn0002441
Q8MQW8	FBgn0085443
Q961X4	FBgn0036365
Q9VU76	FBgn0036365
P25007	FBgn0004432
Q9VY48	FBgn0030552
Q9VGB6	FBgn0011270
Q9VU26	FBgn0036325
Q9VU15	FBgn0036314
Q9W3M7	FBgn0029979
P40301	FBgn0086134
Q5EAK6	FBgn0045035
Q9W5W4	FBgn0067861
Q7KV27	FBgn0030478
Q9VYD9	FBgn0030478
Q9VM76	FBgn0017551
Q9W4J4	FBgn0029715
Q9VL41	FBgn0032181
Q4V6J1	FBgn0063499
Q9VSZ2	FBgn0035996
Q9VK34	FBgn0024291
Q86LE9	FBgn0024291
Q9VIF1	FBgn0032924
Q9VZI2	FBgn0028484
Q9W283	FBgn0000008
Q9W4D2	FBgn0014024
Q8MRI4	FBgn0030336
Q8SX23	FBgn0035582
Q8IR46	FBgn0030581
Q961T1	FBgn0030581
Q9VY16	FBgn0030581
Q8T3N8	FBgn0034734
Q9W246	FBgn0034734
Q9W3U9	FBgn0029915
Q9W3W6	FBgn0286831
Q9VRE9	FBgn0031157
Q9VWS7	FBgn0030938
Q9W385	FBgn0030092
Q9XYN7	FBgn0026380
Q00168	FBgn0264607
Q8SZY2	FBgn0040344
Q9V410	FBgn0040344
Q9VVG2	FBgn0036717
Q8IQ88	FBgn0035797
Q8SY14	FBgn0029830
Q9W450	FBgn0029830
Q7KMM4	FBgn0027588
Q9W041	FBgn0035316
Q9V3P3	FBgn0029133
Q9VZG8	FBgn0040697
Q8T8Y4	FBgn0034834
Q9W1T4	FBgn0034834
Q9VXN4	FBgn0027093
Q9V7U0	FBgn0034157
Q86CW5	FBgn0001206
Q9VR84	FBgn0031101
O18404	FBgn0021765
Q9VW98	FBgn0036956
Q9VFP9	FBgn0038188
Q8MSY4	FBgn0034380
P84040	FBgn0001200
P84040	FBgn0051611
P84040	FBgn0053869
P84040	FBgn0053871
P84040	FBgn0053873
P84040	FBgn0053875
P84040	FBgn0053877
P84040	FBgn0053879
P84040	FBgn0053881
P84040	FBgn0053883
P84040	FBgn0053885
P84040	FBgn0053887
P84040	FBgn0053889
P84040	FBgn0053891
P84040	FBgn0053893
P84040	FBgn0053895
P84040	FBgn0053897
P84040	FBgn0053899
P84040	FBgn0053901
P84040	FBgn0053903
P84040	FBgn0053905
P84040	FBgn0053907
P84040	FBgn0053909
P84040	FBgn0013981
Q9VXX2	FBgn0030622
Q86BR6	FBgn0039705
Q95TJ1	FBgn0039705
Q9VAF9	FBgn0039705
Q7KRW8	FBgn0039600
Q961S2	FBgn0030242
Q9VZ61	FBgn0030242
Q9VNA6	FBgn0037315
Q7JQT9	FBgn0033454
Q9V3U7	FBgn0028943
Q9W0S8	FBgn0035120
Q9W0M4	FBgn0035165
P18486	FBgn0000075
P16163	FBgn0003961
Q8IGC7	FBgn0035181
Q9W0K9	FBgn0035181
Q86P82	FBgn0041184
Q8INY1	FBgn0041184
Q8WTC2	FBgn0041184
Q9VJA1	FBgn0041184
Q8SYZ6	FBgn0032692
Q9VJ72	FBgn0032692
Q9V3C4	FBgn0011802
Q9VMV7	FBgn0031668
P30189	FBgn0004924
Q9VN30	FBgn0037254
Q7KJ62	FBgn0036980
Q9VPG7	FBgn0036980
Q86PC9	FBgn0015721
Q8MT02	FBgn0086558
Q9W418	FBgn0086558
Q9W0I7	FBgn0035194
A1ZB72	FBgn0063493
Q8MR33	FBgn0063493
Q9VVL1	FBgn0036757
Q86NY9	FBgn0039881
Q8IMG0	FBgn0039881
Q9V9T0	FBgn0039881
Q9VKQ3	FBgn0032298
P82711	FBgn0033979
Q9V3I9	FBgn0028852
Q9VS57	FBgn0035771
Q9VSK9	FBgn0035901
Q9VZV8	FBgn0035393
Q9W3I4	FBgn0030017
Q9VR59	FBgn0027279
Q9VR52	FBgn0014395
Q9VAD6	FBgn0051040
Q9W4I5	FBgn0025612
Q8T0U2	FBgn0034144
Q9V491	FBgn0025741
P49869	FBgn0014859
P23128	FBgn0004419
Q9VYR0	FBgn0030364
Q0KHS0	FBgn0040207
Q9W5B8	FBgn0029552
Q9V3C1	FBgn0041174
Q9VQS4	FBgn0031549
Q7KTI5	FBgn0032010
Q7KTI6	FBgn0032010
Q8IPG0	FBgn0032010
Q961P7	FBgn0032010
Q9VLQ4	FBgn0032010
Q9VR03	FBgn0031608
Q86NY0	FBgn0027532
Q9XZ11	FBgn0027532
P10180	FBgn0004198
A1Z9E9	FBgn0033851
Q7K275	FBgn0033855
Q8SYJ7	FBgn0039632
Q9VAQ0	FBgn0039632
Q9VZD5	FBgn0035534
A1ZAX6	FBgn0034261
A1ZAX8	FBgn0034261
Q8MT61	FBgn0034261
Q24568	FBgn0015774
Q94545	FBgn0000139
A1Z9G7	FBgn0033863
Q8MZ89	FBgn0033863
Q9VFH8	FBgn0038246
Q500X4	FBgn0033868
Q9VA91	FBgn0039757
Q9XZT0	FBgn0026874
Q9VW40	FBgn0036908
Q9Y0Y2	FBgn0027493
Q9VGY8	FBgn0037819
Q9VA09	FBgn0013973
Q9W170	FBgn0035007
Q8T088	FBgn0037943
Q9VRA0	FBgn0040650
Q8T8T2	FBgn0031108
Q9VR92	FBgn0031108
Q9W486	FBgn0052758
Q7K485	FBgn0029093
Q9W5E1	FBgn0025638
Q9VLM3	FBgn0032036
P19109	FBgn0003261
Q8MYV9	FBgn0033308
Q94516	FBgn0019644
O76902	FBgn0025381
Q9NIV1	FBgn0037327
Q9VF34	FBgn0038365
Q9VLL5	FBgn0014417
Q8MSG8	FBgn0038704
A1Z6G6	FBgn0027507
Q7KMI7	FBgn0027507
Q9VAW3	FBgn0039580
Q6NR22	FBgn0033195
Q9W3N6	FBgn0040087
Q9VES4	FBgn0038452
Q9VTC4	FBgn0036107
Q9V9Q4	FBgn0032961
Q9VW72	FBgn0036931
Q9VWX8	FBgn0083228
O76901	FBgn0025382
O46089	FBgn0023513
Q7JYA0	FBgn0033873
O96824	FBgn0026090
Q9W555	FBgn0028969
Q9V3G7	FBgn0028688
Q9W048	FBgn0035309
Q9VXR4	FBgn0030673
Q8IGA3	FBgn0035312
Q8MQW3	FBgn0035312
Q9W045	FBgn0035312
Q0KHQ5	FBgn0031030
Q8IQW6	FBgn0031030
Q2XY62	FBgn0039654
Q8T9B8	FBgn0039654
Q9VAM5	FBgn0039654
Q9Y1T2	FBgn0026598
P23487	FBgn0004228
Q9VE88	FBgn0038606
Q9VVN4	FBgn0002901
Q9VLI2	FBgn0032066
Q86NX0	FBgn0027609
Q9Y165	FBgn0027609
Q9VF94	FBgn0038315
P25171	FBgn0002638
Q9VUM3	FBgn0036489
Q7KTS2	FBgn0037363
Q9W4K0	FBgn0029709
Q9VQ04	FBgn0031335
Q9VWE0	FBgn0043903
Q9VWD5	FBgn0031061
Q9VNE3	FBgn0037347
Q9VE30	FBgn0038655
Q9VSX2	FBgn0035982
Q8SY94	FBgn0038425
Q9VEV6	FBgn0038425
Q7K9H6	FBgn0026369
Q960V6	FBgn0026369
Q3YNA6	FBgn0036666
Q8MQZ0	FBgn0036666
Q9VVA7	FBgn0036666
Q0E8X8	FBgn0040660
Q8SYU1	FBgn0040660
Q8MLP8	FBgn0034963
Q9V3E9	FBgn0015544
P54185	FBgn0011294
Q94547	FBgn0017550
Q5BHV3	FBgn0031301
Q8T8X6	FBgn0031301
Q9VPW5	FBgn0031301
Q24112	FBgn0015351
Q9VER8	FBgn0015351
Q9VKH4	FBgn0032360
Q9I7T5	FBgn0035473
Q9VZL1	FBgn0035473
Q9VZK5	FBgn0035479
Q7JYY0	FBgn0038834
Q9VDH8	FBgn0038834
A1ZAC4	FBgn0034098
Q8IGM1	FBgn0034098
Q95TQ3	FBgn0034098
Q9VYT0	FBgn0030347
Q9VYE3	FBgn0030474
P54399	FBgn0014002
Q9VCE1	FBgn0264325
Q9VHW0	FBgn0037547
Q9VC70	FBgn0039201
Q9VGA1	FBgn0042206
Q9Y128	FBgn0027569
Q9XYQ2	FBgn0025549
Q7JR34	FBgn0053144
Q8IPU1	FBgn0053054
Q9VP69	FBgn0053054
P48592	FBgn0011704
Q9W3C8	FBgn0030056
O61613	FBgn0020392
Q9VXY2	FBgn0030613
Q9VUB4	FBgn0036397
Q8I078	FBgn0032680
Q8I0N0	FBgn0032680
Q8I8H2	FBgn0032680
Q9VJ85	FBgn0032680
Q8MZC6	FBgn0039083
Q9VCL7	FBgn0039083
Q9VIE3	FBgn0051624
Q7KUB3	FBgn0001253
Q8SWT9	FBgn0001253
Q9VSJ0	FBgn0001253
P91938	FBgn0020653
Q9I7W5	FBgn0029755
Q9VEN1	FBgn0014141
Q7KSF4	FBgn0014141
Q8T3K7	FBgn0014141
Q9GQV2	FBgn0014141
Q9VVR4	FBgn0040322
Q8T0Q2	FBgn0037261
Q9VN39	FBgn0037261
Q9V3A8	FBgn0035909
Q9VP51	FBgn0037070
Q9VP52	FBgn0037070
Q9W2R4	FBgn0011674
Q9UAC5	FBgn0026319
Q9XYR0	FBgn0026319
Q9VKN7	FBgn0024227
Q7JW61	FBgn0033916
Q8MSP3	FBgn0033916
Q8T0I2	FBgn0033916
Q8IR80	FBgn0030391
Q9VYM8	FBgn0030391
Q9W106	FBgn0035065
Q9VN57	FBgn0037276
Q9VX17	FBgn0030870
A1ZAC7	FBgn0025519
O77293	FBgn0025519
Q8SYZ3	FBgn0036538
Q9VUU8	FBgn0036538
Q7JR83	FBgn0034491
Q960T4	FBgn0034491
Q9VKC7	FBgn0032398
Q9VKC4	FBgn0032401
O96607	FBgn0025777
Q9V9S9	FBgn0039882
Q9VM94	FBgn0025777
Q9VJ45	FBgn0027070
Q9W0A0	FBgn0027594
Q8SZT8	FBgn0034137
Q9VFS6	FBgn0038168
Q9NK57	FBgn0014092
Q9VAS9	FBgn0015589
P48591	FBgn0011703
P52034	FBgn0003071
Q9VCH7	FBgn0039118
Q8IQQ4	FBgn0053052
Q8SZQ5	FBgn0053052
P02518	FBgn0001226
Q9VZR5	FBgn0035431
O76924	FBgn0025186
Q9VEU5	FBgn0038436
Q7KQM6	FBgn0039936
Q1NZ60	FBgn0001186
Q9BK28	FBgn0001186
Q9GNH8	FBgn0001186
Q9GQS3	FBgn0001186
Q9W330	FBgn0001186
Q94517	FBgn0015805
Q9VE96	FBgn0010877
Q8SYC4	FBgn0035146
Q9VGW7	FBgn0037834
Q24592	FBgn0004864
Q9V7W9	FBgn0026402
Q5U0W6	FBgn0011642
Q8I0G8	FBgn0011642
Q8T0F5	FBgn0011642
Q9N675	FBgn0011642
Q9VMW9	FBgn0031661
P22265	FBgn0003866
Q9V784	FBgn0033989
Q9W1B9	FBgn0034968
Q8SXC3	FBgn0043783
Q9VP02	FBgn0043783
Q9VV41	FBgn0283681
Q9VGP4	FBgn0037894
Q9VIE0	FBgn0032934
Q6NQY2	FBgn0028397
Q9U6U1	FBgn0028397
Q9VXJ9	FBgn0028397
Q9VPR7	FBgn0031268
Q9VVV9	FBgn0002945
Q9VMY8	FBgn0037218
Q8IHG0	FBgn0026479
Q8T9L0	FBgn0026479
Q9VQE0	FBgn0026479
Q9VRS2	FBgn0052406
Q9Y119	FBgn0027560
Q8IPY3	FBgn0001125
Q8T0M9	FBgn0001125
Q9VQ61	FBgn0001125
Q01820	FBgn0005695
Q7K5K0	FBgn0033273
P46415	FBgn0011768
Q5BII6	FBgn0040349
Q8MSK8	FBgn0040349
Q9U1L2	FBgn0040349
Q9W499	FBgn0029785
Q9VIK1	FBgn0032880
Q7KS34	FBgn0051140
Q7KS35	FBgn0051140
Q86PB4	FBgn0051140
Q95T86	FBgn0051140
Q9VCF2	FBgn0051140
Q9VP84	FBgn0037046
Q9VPI6	FBgn0031213
P10383	FBgn0003023
Q24201	FBgn0015575
Q8IH63	FBgn0015575
Q9VIB5	FBgn0015575
Q9VDE9	FBgn0038853
Q7K0Y1	FBgn0028744
Q7K4L8	FBgn0037549
Q8T0Q4	FBgn0086656
Q9V677	FBgn0033698
P29746	FBgn0001090
Q9W462	FBgn0029819
Q9NB13	FBgn0033124
O46034	FBgn0020224
P91683	FBgn0020224
Q9VSK2	FBgn0020224
P11929	FBgn0000228
Q9VI04	FBgn0037513
P16376	FBgn0003651
A1ZAN6	FBgn0023172
A1ZBT2	FBgn0034501
Q8T4G0	FBgn0034501
Q45VV3	FBgn0034970
Q9VY93	FBgn0030518
P91875	FBgn0019938
P14785	FBgn0000404
Q6NP60	FBgn0037153
Q9VSH8	FBgn0035876
Q7JUN3	FBgn0039890
P16568	FBgn0000183
Q9VF78	FBgn0026634
Q5U0U3	FBgn0038826
Q95TW4	FBgn0038826
Q86NT3	FBgn0038826
Q8IN47	FBgn0038826
Q8IN48	FBgn0038826
Q9VDI8	FBgn0038826
Q9W1F4	FBgn0034939
Q9VY92	FBgn0030519
Q9VK69	FBgn0032444
Q9NCG0	FBgn0040232
Q9VKI0	FBgn0040232
Q960W0	FBgn0051643
P07487	FBgn0001092
Q9VXB5	FBgn0030786
Q8MSX1	FBgn0004875
Q7KTV5	FBgn0037137
Q7Z2C9	FBgn0037137
Q95RR9	FBgn0037137
Q9VNX6	FBgn0037137
Q9VIZ3	FBgn0086444
P12370	FBgn0000273
Q8IR33	FBgn0030648
Q9VXU8	FBgn0026433
Q9VXH9	FBgn0030739
Q8MSB1	FBgn0051357
C0HK92	FBgn0266446
C0HK94	FBgn0266448
C0HK95	FBgn0266451
P07909	FBgn0001215
Q9VX18	FBgn0030869
Q95T22	FBgn0039249
Q9VC09	FBgn0039249
Q9VYA8	FBgn0030503
Q9VIV3	FBgn0032793
P29555	FBgn0000014
Q9VSP9	FBgn0035926
Q7JZW2	FBgn0034138
Q9VJZ7	FBgn0022069
Q9W2X2	FBgn0085437
Q7JWQ7	FBgn0034709
Q8IP90	FBgn0000114
Q9W4L5	FBgn0029703
Q8IGI0	FBgn0039186
Q95RR2	FBgn0039186
Q9VC90	FBgn0039186
Q8SYG3	FBgn0058045
Q9VID9	FBgn0026577
P91641	FBgn0013531
P41375	FBgn0004926
Q8T4E7	FBgn0032047
Q9VXQ2	FBgn0030685
Q9U6P7	FBgn0028400
O76280	FBgn0005666
O76281	FBgn0005666
Q24463	FBgn0005666
Q7KQP6	FBgn0005666
Q8MZ51	FBgn0005666
Q8ST85	FBgn0005666
Q961U1	FBgn0005666
Q9VGQ1	FBgn0037891
Q9VMJ5	FBgn0001089
Q24185	FBgn0001202
A1YK77	FBgn0039004
A1YK78	FBgn0039004
A1YK79	FBgn0039004
A1YK80	FBgn0039004
A1YK81	FBgn0039004
A1YK82	FBgn0039004
A1YK83	FBgn0039004
A1YK85	FBgn0039004
A1YK86	FBgn0039004
Q9VCW3	FBgn0039004
Q9VFJ1	FBgn0038235
Q8T469	FBgn0029747
Q9W4E4	FBgn0029747
Q24044	FBgn0001086
Q7K569	FBgn0022160
Q9VHH1	FBgn0037664
Q9VPY0	FBgn0031314
Q9I7L4	FBgn0037481
Q9ND98	FBgn0037481
Q7K2D2	FBgn0021825
Q9VI72	FBgn0011020
Q9VWJ4	FBgn0031008
Q9VU95	FBgn0036381
Q3YNE8	FBgn0026620
Q86BB4	FBgn0026620
Q86BB5	FBgn0026620
Q8IPN1	FBgn0026620
Q95TU9	FBgn0026620
Q9NJH5	FBgn0026620
Q9VN51	FBgn0026620
Q9XZL7	FBgn0026620
Q8IP91	FBgn0051759
Q8T0G0	FBgn0051759
Q8T471	FBgn0051759
Q7KN04	FBgn0026721
Q95S22	FBgn0026721
P48148	FBgn0014020
Q23979	FBgn0010246
Q9VTI8	FBgn0036165
Q9V3W6	FBgn0027106
Q24020	FBgn0000709
Q7K0F7	FBgn0034500
Q9VM92	FBgn0031853
A1Z757	FBgn0003082
Q24443	FBgn0003082
Q26373	FBgn0003082
Q7JY97	FBgn0003082
Q9VN45	FBgn0037265
Q9VZU7	FBgn0035402
Q94514	FBgn0019624
Q8I0P1	FBgn0039141
Q8SWU7	FBgn0030151
Q9VJ60	FBgn0032703
Q9V9M7	FBgn0032987
Q24192	FBgn0014380
P48593	FBgn0004910
Q24120	FBgn0000256
P13607	FBgn0002921
Q961M9	FBgn0037758
Q9VH62	FBgn0037758
Q9VTT9	FBgn0046296
Q9U6R9	FBgn0028552
Q9VBQ5	FBgn0039341
Q8SZX3	FBgn0032798
Q9VIU8	FBgn0032798
Q9VCI5	FBgn0039112
Q9W4D1	FBgn0029756
P51592	FBgn0002431
Q9V668	FBgn0033691
Q24433	FBgn0004882
Q8IHC3	FBgn0004882
Q8IHE0	FBgn0004882
Q8IMZ2	FBgn0004882
Q8IMZ3	FBgn0004882
Q9VCN7	FBgn0004882
Q9VUP0	FBgn0036502
Q94901	FBgn0011640
A1Z8P9	FBgn0013756
Q8IGK6	FBgn0013756
Q961T0	FBgn0013756
Q8MR79	FBgn0037115
Q9VNZ9	FBgn0037115
Q8T4E1	FBgn0023545
Q9VRX2	FBgn0035704
Q8T0T2	FBgn0027657
Q9U1K3	FBgn0027657
Q9VF15	FBgn0027657
Q0E976	FBgn0033960
Q7K5M3	FBgn0033960
Q9U5L1	FBgn0010391
Q9VG21	FBgn0038090
Q8T4C2	FBgn0038008
Q9VGB2	FBgn0038008
Q7KVS9	FBgn0030049
Q9VPP7	FBgn0031253
Q7JPN9	FBgn0043470
Q9VS21	FBgn0035743
Q7K206	FBgn0035906
Q9VSL4	FBgn0035906
Q9VSL5	FBgn0035906
P04359	FBgn0002626
Q9VG59	FBgn0038058
Q9VJD2	FBgn0032642
Q9VJ73	FBgn0032691
Q9VZZ9	FBgn0016794
Q9V345	FBgn0027054
Q9VHI7	FBgn0037653
Q7JXB5	FBgn0034356
Q9U6M0	FBgn0028436
Q8SYQ4	FBgn0051997
A1Z8R1	FBgn0033668
Q8MQN7	FBgn0036551
Q9VUW2	FBgn0036551
Q8IRY0	FBgn0025641
Q7YZA4	FBgn0025641
Q95TZ9	FBgn0027948
Q9U5W6	FBgn0027948
Q9VEZ3	FBgn0027948
Q8MSF2	FBgn0034726
Q9W256	FBgn0034726
Q0E8N9	FBgn0032901
Q6Q4F0	FBgn0032901
Q6Q4F1	FBgn0032901
Q8MSY5	FBgn0032901
Q8MT51	FBgn0032901
Q9VIH6	FBgn0032901
Q9VIH7	FBgn0032901
Q9VRR2	FBgn0035649
Q86M30	FBgn0044323
Q9VLT9	FBgn0044323
P46223	FBgn0014026
Q9VWC8	FBgn0031069
Q962S2	FBgn0066084
A1ZAR6	FBgn0034205
Q9W2D6	FBgn0027360
Q8IPD6	FBgn0051875
Q8T8U8	FBgn0051875
Q9VVS2	FBgn0036809
Q86P97	FBgn0039381
Q9VII9	FBgn0051673
Q9VV06	FBgn0036586
Q961D9	FBgn0039907
Q8IMC6	FBgn0039908
Q9V4D6	FBgn0039908
Q24450	FBgn0014869
Q9GU73	FBgn0014869
Q9VAN7	FBgn0014869
Q95TP0	FBgn0051961
Q8IPU3	FBgn0037024
Q9I7P8	FBgn0037024
Q9VPB3	FBgn0037024
Q9VMD9	FBgn0011722
Q9VLG2	FBgn0032083
Q8IGF4	FBgn0039642
Q9VAN8	FBgn0039642
Q9VWA2	FBgn0036959
Q9VYS3	FBgn0030354
Q7JWR4	FBgn0033781
Q9VLU0	FBgn0031977
Q9VBT2	FBgn0039316
Q24318	FBgn0011763
Q2XY14	FBgn0014037
Q95RS9	FBgn0014037
Q9VW51	FBgn0014037
Q86S05	FBgn0020279
Q24253	FBgn0010380
Q960F2	FBgn0010380
Q9VVU6	FBgn0036828
Q9U9Q4	FBgn0022023
Q7K107	FBgn0037358
Q9VNF9	FBgn0037358
Q9VZF1	FBgn0035519
Q95R82	FBgn0040777
Q9VBX7	FBgn0053095
Q9VCX1	FBgn0020278
Q9VF14	FBgn0038381
Q9VBY2	FBgn0039274
Q7KSV7	FBgn0037556
Q95T08	FBgn0037556
Q9V8W3	FBgn0026378
Q7K519	FBgn0033272
Q8IPB7	FBgn0027611
Q9VKV1	FBgn0027611
Q7K4D1	FBgn0040294
Q9VMQ7	FBgn0031711
Q9VLK4	FBgn0032048
Q9VS98	FBgn0035807
Q8SXJ8	FBgn0040010
P19018	FBgn0003742
Q95TG7	FBgn0033661
Q961C9	FBgn0050404
Q9V3S6	FBgn0026320
Q9VN77	FBgn0037293
Q9VC19	FBgn0039240
Q9VC20	FBgn0039240
Q9VZR0	FBgn0035436
Q9V7H4	FBgn0034060
Q9VZW3	FBgn0004372
P34021	FBgn0000546
Q9VH08	FBgn0037802
Q9VT73	FBgn0036062
P17276	FBgn0001208
Q8MRM6	FBgn0030052
Q9W3D6	FBgn0030052
P16912	FBgn0000489
Q9VFR0	FBgn0038183
Q9W3B8	FBgn0030065
Q9VM21	FBgn0031905
Q9VDH1	FBgn0051191
Q9VQ36	FBgn0086698
Q86P55	FBgn0052473
Q8IGR1	FBgn0052473
Q8INH5	FBgn0052473
Q8INH6	FBgn0052473
Q95S62	FBgn0052473
Q9VFW7	FBgn0052473
Q9VZJ1	FBgn0035491
Q9VWS3	FBgn0027335
Q9VC58	FBgn0039212
Q9VPM9	FBgn0031244
Q7K8X7	FBgn0063491
Q9VYW5	FBgn0030320
Q9VMV6	FBgn0031670
Q9VIM5	FBgn0032859
Q8IQD7	FBgn0052056
Q8IQD8	FBgn0052056
Q9VT88	FBgn0052056
P81900	FBgn0022382
Q9VHA5	FBgn0037721
Q8IH72	FBgn0030100
