From	To
Q8SXP0	FBgn0263593
A8MPH9	FBgn0001297
Q0E8J1	FBgn0266696
Q7KV92	FBgn0266696
Q7KV98	FBgn0266696
Q8IRF0	FBgn0266696
Q9W013	FBgn0266696
Q9W016	FBgn0266696
Q9W018	FBgn0266696
Q8SWV4	FBgn0040505
Q24496	FBgn0262866
Q9W2K3	FBgn0034599
Q9W1V7	FBgn0034814
Q9Y0A7	FBgn0003270
Q9VVL6	FBgn0036761
O18381	FBgn0005558
P09077	FBgn0003339
Q9W3G0	FBgn0030035
Q8STD2	FBgn0030752
Q9VXG0	FBgn0030752
Q9VMU0	FBgn0031684
Q7JUX9	FBgn0034351
Q9VMS3	FBgn0031697
Q9VVN1	FBgn0036773
Q9VUN8	FBgn0036501
Q9VV55	FBgn0036627
Q9VG14	FBgn0038099
Q9VEN6	FBgn0038474
Q9VEU2	FBgn0038438
Q9VBU5	FBgn0039304
Q8T9J8	FBgn0038950
Q8SYH8	FBgn0039944
Q7KVN1	FBgn0043070
Q8IGI1	FBgn0043070
Q8IH54	FBgn0043070
Q8IHC7	FBgn0043070
Q8IHG2	FBgn0043070
Q8IHH2	FBgn0043070
Q8IRK7	FBgn0043070
Q8SYA3	FBgn0043070
Q8T0V2	FBgn0043070
Q95T14	FBgn0043070
Q9GU49	FBgn0043070
Q9I7V6	FBgn0043070
Q9I7V7	FBgn0043070
Q9VWH4	FBgn0027291
Q9VAQ5	FBgn0039627
Q8MLL3	FBgn0033086
Q8I0D5	FBgn0053523
Q8I934	FBgn0053523
Q8IGR6	FBgn0053523
Q8IHC4	FBgn0053523
Q9VRR4	FBgn0053523
Q9VB24	FBgn0039525
A0A0B4KEE4	FBgn0265003
A1Z6Q0	FBgn0265003
A1Z6Q1	FBgn0265003
O96689	FBgn0260987
Q9VWQ2	FBgn0283473
Q9V3U6	FBgn0250848
Q27331	FBgn0263598
Q9V7N5	FBgn0262511
Q7K3N4	FBgn0033679
Q9VSU8	FBgn0263456
X2JAU8	FBgn0263456
Q9VMQ5	FBgn0031713
Q9VII1	FBgn0032897
Q8IGJ4	FBgn0039635
Q8IML6	FBgn0039635
Q8SX78	FBgn0265178
Q7JQD5	FBgn0011829
Q7KA88	FBgn0011829
Q7KA90	FBgn0011829
Q7KAN0	FBgn0011829
Q7KT06	FBgn0011829
Q95RP6	FBgn0011829
Q9BHA9	FBgn0011829
Q9GP67	FBgn0011829
Q9GP68	FBgn0011829
Q9VIE4	FBgn0011829
M9PDX8	FBgn0032946
Q7JS69	FBgn0032946
Q7KT16	FBgn0250785
P49905	FBgn0011290
A0A0B4LFW5	FBgn0265191
P28166	FBgn0004606
Q8IPW1	FBgn0029095
Q8T8Q9	FBgn0029095
Q9U3Z9	FBgn0029095
Q9VPU7	FBgn0029095
Q8INH9	FBgn0038108
Q8MQW9	FBgn0038108
Q8SZU5	FBgn0038108
Q9VG05	FBgn0038108
Q9VWB9	FBgn0031077
Q9VVW9	FBgn0036849
A1Z7L6	FBgn0033356
Q95RJ1	FBgn0033356
P53997	FBgn0014879
Q9VJQ5	FBgn0028926
Q9VKN5	FBgn0032312
Q27272	FBgn0000617
Q9VLW8	FBgn0031951
A1ZAW0	FBgn0034246
Q24325	FBgn0011836
P20227	FBgn0003687
P47825	FBgn0010280
P49847	FBgn0010417
P51123	FBgn0010355
Q7JZD5	FBgn0040465
P13709	FBgn0004656
Q9I7H9	FBgn0265189
Q9W4Q7	FBgn0023215
Q9VVX3	FBgn0016797
Q9VBI1	FBgn0039403
Q9VBH0	FBgn0039413
Q8SYQ6	FBgn0042205
Q9I7J8	FBgn0042205
A1ZBC3	FBgn0034377
A1ZAC8	FBgn0053017
Q8T445	FBgn0053017
Q9VED1	FBgn0038568
A1ZAY9	FBgn0034272
Q9VXY9	FBgn0264389
Q9VWV9	FBgn0004957
O77438	FBgn0027343
B7YZP6	FBgn0034903
Q9W1J9	FBgn0034903
Q9VCR3	FBgn0039054
Q9V496	FBgn0087002
Q9VZU6	FBgn0263108
P09615	FBgn0284084
Q8SZP2	FBgn0031957
Q7JZJ3	FBgn0034499
A1Z8Z8	FBgn0033732
Q9VLC1	FBgn0032117
Q9XZ14	FBgn0027528
Q7JWV7	FBgn0029507
Q7K3C2	FBgn0034021
Q8MQV8	FBgn0036648
Q8SXQ6	FBgn0039475
Q9VB89	FBgn0039475
Q9VAG2	FBgn0039704
A0A0B4KGS4	FBgn0044826
Q9VI13	FBgn0267698
Q7K076	FBgn0259219
Q0KHR7	FBgn0259923
Q7KUX3	FBgn0259923
Q9VFP2	FBgn0264493
Q8T0U6	FBgn0000711
Q0KHR3	FBgn0000163
Q9VX75	FBgn0000163
Q9NB04	FBgn0067864
Q9VTJ5	FBgn0036170
Q9VHC7	FBgn0267790
O46108	FBgn0023495
Q9VCU7	FBgn0263143
A1Z7M3	FBgn0265011
Q9W0H9	FBgn0262937
Q8SXG3	FBgn0032906
Q9VIH1	FBgn0032906
O18401	FBgn0022935
Q8T0K6	FBgn0022935
Q9VRV5	FBgn0022935
Q4TZQ4	FBgn0086358
Q6NQZ7	FBgn0086358
Q9NFL3	FBgn0086358
A1Z7J6	FBgn0033339
A1Z7J7	FBgn0033339
Q5U0U9	FBgn0033339
Q961K5	FBgn0033339
A1Z7A5	FBgn0033261
Q9VH20	FBgn0037792
P91654	FBgn0010316
P91668	FBgn0010316
Q5BHZ7	FBgn0010316
Q7JNL9	FBgn0010316
Q8SZG6	FBgn0010316
P42124	FBgn0000629
Q9VFL8	FBgn0038213
Q9VM97	FBgn0031850
Q8T3W6	FBgn0036924
Q9VRV6	FBgn0035691
A1Z6M6	FBgn0266518
Q9VPH2	FBgn0259676
P26019	FBgn0259113
Q9VXS4	FBgn0030665
Q9VD73	FBgn0015229
Q8SZM4	FBgn0031318
Q9VPY4	FBgn0031318
Q6AWF1	FBgn0035691
Q8IGK0	FBgn0000289
Q8T0L4	FBgn0000289
Q95RL3	FBgn0000289
Q9GT73	FBgn0000289
Q9NI49	FBgn0000289
A1Z745	FBgn0286778
Q8SXN9	FBgn0286778
Q9VN08	FBgn0037236
O77260	FBgn0025635
Q9W5E6	FBgn0025635
Q02361	FBgn0004896
C0HKA2	FBgn0010358
Q8SXD4	FBgn0052676
Q8SZ19	FBgn0028685
Q9V4B8	FBgn0051999
Q9VSR3	FBgn0264307
P49762	FBgn0265998
P39769	FBgn0004861
Q8SZX9	FBgn0052772
Q9W4F9	FBgn0052772
Q7JRK7	FBgn0053156
Q8IGP4	FBgn0053156
Q9V6G5	FBgn0026619
Q9VHB5	FBgn0261049
M9PG08	FBgn0036980
Q9V6B9	FBgn0033737
Q9VU14	FBgn0260945
Q86B72	FBgn0265998
Q86B73	FBgn0265998
P39768	FBgn0003002
P40796	FBgn0011638
Q9VBC6	FBgn0039449
Q9VRX0	FBgn0035702
Q7YU88	FBgn0029893
Q9W3X2	FBgn0029893
Q9VCX6	FBgn0038993
P15619	FBgn0005642
Q9VQW4	FBgn0031579
Q9W3K6	FBgn0029997
Q9NF31	FBgn0004860
Q9W523	FBgn0004860
Q8MS46	FBgn0036152
Q9VTH5	FBgn0036152
P40798	FBgn0001978
Q9VXL5	FBgn0030710
P15425	FBgn0002936
Q7PLI0	FBgn0260799
M9NEB2	FBgn0005536
M9PC68	FBgn0036152
Q9VT28	FBgn0016081
P09081	FBgn0000166
Q24248	FBgn0015904
Q8IMI6	FBgn0010113
Q9VX48	FBgn0263706
P83949	FBgn0003944
Q868J0	FBgn0003114
Q86NL5	FBgn0015904
P16375	FBgn0003651
Q8SZ28	FBgn0265185
Q9VWU8	FBgn0052548
A1ZBD8	FBgn0034391
Q7YU46	FBgn0034391
E1JI78	FBgn0266084
Q9VSQ0	FBgn0266084
Q9VSQ1	FBgn0266084
A1Z9X0	FBgn0261854
B7YZM8	FBgn0034622
A0A0B4KF06	FBgn0027079
Q9VBP2	FBgn0261986
Q9VJP9	FBgn0259982
Q8IR83	FBgn0052655
Q9VRE7	FBgn0031155
Q9VPJ0	FBgn0031217
Q8SYY6	FBgn0047135
Q9U7A2	FBgn0028685
P23757	FBgn0003129
Q7JN15	FBgn0011666
Q86PA1	FBgn0011666
Q8IMS8	FBgn0011666
Q8MS04	FBgn0011666
Q9VBQ1	FBgn0011666
Q8T4A6	FBgn0034838
Q9W1T0	FBgn0034838
Q9VAQ7	FBgn0039626
Q9VN31	FBgn0037255
Q8SZD8	FBgn0038454
Q9VES0	FBgn0038454
Q8T8X9	FBgn0032175
Q9VL48	FBgn0032175
Q9XZ21	FBgn0086129
Q8MQL9	FBgn0030648
Q9VXU3	FBgn0030648
Q9VXU4	FBgn0030648
Q8IHA8	FBgn0037716
Q8MSG7	FBgn0037716
Q9VHB0	FBgn0037716
Q9VGM5	FBgn0037910
Q9VTH8	FBgn0036155
Q7KK34	FBgn0021995
A1ZA05	FBgn0286813
Q0E965	FBgn0286813
Q95SW3	FBgn0286813
Q9GSP5	FBgn0286813
Q9VG58	FBgn0051354
Q9U6L5	FBgn0004181
A1ZBM3	FBgn0034452
Q5LJZ2	FBgn0040022
Q7JX95	FBgn0033169
Q9VWG3	FBgn0285947
E1JHR0	FBgn0020304
Q8T902	FBgn0031626
Q9VPF9	FBgn0036987
Q8MRG6	FBgn0036915
Q95SU9	FBgn0027548
Q9Y1B2	FBgn0023180
Q8IP45	FBgn0261268
Q9V475	FBgn0261268
Q9VYR3	FBgn0030360
Q9NFP1	FBgn0040069
B7Z126	FBgn0283657
Q8IRT7	FBgn0283657
Q8IRT8	FBgn0283657
Q9VM65	FBgn0031871
Q9VV73	FBgn0036640
Q9W2H9	FBgn0034617
Q9VV52	FBgn0036624
A8JRE3	FBgn0010328
Q9W0R0	FBgn0265574
Q9VRP5	FBgn0260936
P32866	FBgn0261988
Q8SZ63	FBgn0039188
Q8T4B2	FBgn0039821
Q9VA10	FBgn0039821
Q9VSD3	FBgn0028379
Q24048	FBgn0015777
Q95T13	FBgn0038815
Q9VDK2	FBgn0038815
A8JQX6	FBgn0037876
Q5BI79	FBgn0052677
Q9W2S5	FBgn0052677
Q9VHA9	FBgn0037717
Q9VVC3	FBgn0036680
O77273	FBgn0025388
Q5BI31	FBgn0025388
A1Z813	FBgn0033460
Q95R66	FBgn0033460
Q7YU81	FBgn0015371
Q59E05	FBgn0037317
Q9VUL1	FBgn0266452
P31007	FBgn0001624
Q9VME1	FBgn0259715
Q9V3G1	FBgn0261602
A0A0B4K6Y7	FBgn0262614
Q8INQ0	FBgn0262614
Q8MQQ3	FBgn0262614
Q9VHK1	FBgn0262614
Q9VHK3	FBgn0262614
Q9VHK4	FBgn0262614
A1ZBL0	FBgn0284243
A0A0B4K7Q6	FBgn0015513
P04950	FBgn0003249
Q7K3W4	FBgn0028622
Q9VP06	FBgn0037108
Q9W073	FBgn0035285
Q9VXG9	FBgn0030745
Q95SC0	FBgn0030740
Q9VXH7	FBgn0030740
A0A0B4K658	FBgn0037885
Q9W4T9	FBgn0028369
A1Z8I6	FBgn0259238
Q9GRX3	FBgn0008636
Q9W2P8	FBgn0008636
Q9VLX3	FBgn0031946
Q9VK18	FBgn0032488
Q9Y171	FBgn0027615
Q8IR29	FBgn0030670
Q8SX37	FBgn0030670
A1ZAI1	FBgn0034141
Q8SX00	FBgn0034141
Q8IHE3	FBgn0038683
Q95SB6	FBgn0038683
Q95U00	FBgn0038683
Q9VDZ7	FBgn0038683
Q9VDZ8	FBgn0038683
O97067	FBgn0026566
Q0E961	FBgn0034049
Q8MSR0	FBgn0034049
Q8T060	FBgn0036515
Q7K7A9	FBgn0025832
Q71JA7	FBgn0261836
Q24141	FBgn0002715
M9PE01	FBgn0005640
Q9VFB9	FBgn0038301
O77228	FBgn0025676
Q8IRI7	FBgn0025676
Q9W0N3	FBgn0025676
Q9W062	FBgn0035294
A1ZBC5	FBgn0034379
Q8T3R6	FBgn0036729
Q8SX40	FBgn0038549
Q9W5Q1	FBgn0039943
Q7K1V0	FBgn0033491
Q8T404	FBgn0033491
Q6NP07	FBgn0037344
Q9VNE0	FBgn0037344
Q9NFR7	FBgn0040080
Q9NH88	FBgn0040080
Q9VQ60	FBgn0031379
Q86NU9	FBgn0039625
Q9VAQ8	FBgn0039625
Q9VYX5	FBgn0030311
Q8IQA2	FBgn0052364
M9PH32	FBgn0026206
P15215	FBgn0267348
Q9VX57	FBgn0030837
Q9W1K1	FBgn0034901
Q9VW02	FBgn0036878
Q9VLV9	FBgn0045038
Q7KJA9	FBgn0261403
O62618	FBgn0015765
Q8SWT8	FBgn0036428
Q8SXW5	FBgn0036428
Q9VUF3	FBgn0036428
Q9VCX7	FBgn0051156
Q8IFW3	FBgn0037737
Q24090	FBgn0011715
M9PEQ7	FBgn0035643
Q9VRQ6	FBgn0035643
Q9VR60	FBgn0031195
Q9VR63	FBgn0031195
Q4AB27	FBgn0039157
Q9VRM6	FBgn0035617
P22808	FBgn0261930
Q9VEJ4	FBgn0038515
O01668	FBgn0019940
Q7JY04	FBgn0033792
Q9VPR1	FBgn0031263
Q9VAJ9	FBgn0039674
Q86P18	FBgn0053970
Q95U16	FBgn0053970
Q9VBF7	FBgn0053970
O01666	FBgn0020235
P82712	FBgn0050489
Q9VV75	FBgn0250814
Q7KTB7	FBgn0032456
Q7KTB8	FBgn0032456
Q7KTB9	FBgn0032456
Q7KTC0	FBgn0032456
Q7KTC1	FBgn0032456
Q7KTC2	FBgn0032456
Q7KTC3	FBgn0032456
Q7KTC4	FBgn0032456
Q7KTC5	FBgn0032456
Q7KTC6	FBgn0032456
Q7KTC7	FBgn0032456
Q7KTC8	FBgn0032456
Q7KTC9	FBgn0032456
Q7KTD0	FBgn0032456
Q9I7N0	FBgn0032456
Q9VK56	FBgn0032456
Q7K3J0	FBgn0284436
Q9V470	FBgn0029118
Q500Y7	FBgn0034245
P33438	FBgn0001114
Q0E9E2	FBgn0027580
Q7KN97	FBgn0027580
Q7KN94	FBgn0010516
Q9VL76	FBgn0032154
A0A0B4KFE4	FBgn0263120
A1Z7H3	FBgn0263120
Q8T3L1	FBgn0263120
A1Z9E3	FBgn0024556
Q9W3Q0	FBgn0029959
D5AEK7	FBgn0036623
Q961F9	FBgn0036623
Q9VV51	FBgn0036623
Q9VRL0	FBgn0035600
Q9VQL7	FBgn0283427
Q8MZG9	FBgn0033203
Q9VJW9	FBgn0259984
Q9VZ71	FBgn0030234
Q9VXZ8	FBgn0027601
Q7KTK9	FBgn0283658
Q9VM14	FBgn0283658
Q9VIY9	FBgn0032763
Q9VBW6	FBgn0039286
Q7KWH0	FBgn0039972
Q8SXS3	FBgn0039972
Q9W5Y4	FBgn0039972
P06602	FBgn0000606
Q9U9D0	FBgn0000520
Q9W4V9	FBgn0000520
Q7K581	FBgn0034181
Q9VU23	FBgn0264486
P16371	FBgn0001139
P02835	FBgn0001077
Q9VQH5	FBgn0031467
Q7JWN2	FBgn0033721
Q95TZ1	FBgn0034975
Q9W1A9	FBgn0034975
Q7K1V1	FBgn0034086
Q8MZ24	FBgn0039868
Q9V9U9	FBgn0039868
O46043	FBgn0023216
O17468	FBgn0022786
Q4R0P9	FBgn0043364
Q8IPV7	FBgn0043364
Q95R58	FBgn0043364
Q9VPQ5	FBgn0043364
O16810	FBgn0022772
Q8T416	FBgn0032483
Q9VK23	FBgn0032483
Q7KUA8	FBgn0010825
Q86BH2	FBgn0010825
Q8IQA6	FBgn0010825
Q8MQW5	FBgn0010825
Q8T090	FBgn0010825
Q8T9N4	FBgn0010825
Q9NHX6	FBgn0010825
Q9VSK5	FBgn0010825
Q9GNC0	FBgn0037141
Q9VNX1	FBgn0037141
P49735	FBgn0014861
Q8MQX2	FBgn0037619
Q9VHM5	FBgn0037619
Q8SYE7	FBgn0000244
P08044	FBgn0003448
Q9W5A9	FBgn0040359
Q8T6B9	FBgn0028577
M9PHT1	FBgn0010825
Q59DY9	FBgn0005677
Q59DZ0	FBgn0005677
Q8IP19	FBgn0005677
Q8IP20	FBgn0005677
Q8IP21	FBgn0005677
Q9VJK6	FBgn0005677
Q59DQ1	FBgn0005558
Q59DQ2	FBgn0005558
Q8IMV7	FBgn0039217
Q9VC50	FBgn0039217
Q9W3V9	FBgn0029905
Q9I7T7	FBgn0035424
Q7JQT8	FBgn0033122
Q9VCH1	FBgn0260634
Q7KM13	FBgn0027788
A0A0C4DHD7	FBgn0029105
X2JDV1	FBgn0029824
Q9VL91	FBgn0270924
P32030	FBgn0003430
Q8MTU9	FBgn0031413
Q9VQA8	FBgn0031413
Q95U17	FBgn0085427
Q9VSF7	FBgn0035857
Q8IRM5	FBgn0020378
Q9U1K4	FBgn0020378
Q5BIC3	FBgn0025185
A1ZA47	FBgn0265991
Q24190	FBgn0267698
Q9W2B5	FBgn0085398
P08510	FBgn0003380
Q9VT51	FBgn0036046
O46100	FBgn0024365
Q9VH02	FBgn0037807
Q9VW92	FBgn0036950
O77238	FBgn0000625
Q3YNE2	FBgn0000625
Q5BHV4	FBgn0000625
Q7YSG8	FBgn0000625
Q8MTJ1	FBgn0000625
Q9VTX7	FBgn0000625
P19334	FBgn0003861
Q9NHE4	FBgn0040228
Q9VHJ7	FBgn0037644
Q9V6Q2	FBgn0040477
Q9VM95	FBgn0031851
Q24338	FBgn0000588
Q8T437	FBgn0032878
Q961T2	FBgn0033609
P91666	FBgn0017551
O18660	FBgn0016076
Q7KTN9	FBgn0016076
Q8MZ04	FBgn0016076
Q9VMS4	FBgn0016076
Q9V6L9	FBgn0043010
Q24337	FBgn0011586
B7Z028	FBgn0031813
A0A0B4KEH1	FBgn0033337
Q9Y149	FBgn0027592
Q24572	FBgn0263979
Q8IRG6	FBgn0002183
Q9VS55	FBgn0035769
Q9VHP9	FBgn0266916
Q9VEN2	FBgn0038478
P84051	FBgn0001196
P84051	FBgn0051618
P84051	FBgn0053808
P84051	FBgn0053814
P84051	FBgn0053817
P84051	FBgn0053820
P84051	FBgn0053823
P84051	FBgn0053826
P84051	FBgn0053829
P84051	FBgn0053832
P84051	FBgn0053835
P84051	FBgn0053838
P84051	FBgn0053841
P84051	FBgn0053844
P84051	FBgn0053847
P84051	FBgn0053850
P84051	FBgn0053862
P84051	FBgn0053865
P02283	FBgn0001198
P02283	FBgn0061209
P02283	FBgn0053868
P02283	FBgn0053870
P02283	FBgn0053872
P02283	FBgn0053874
P02283	FBgn0053876
P02283	FBgn0053878
P02283	FBgn0053880
P02283	FBgn0053882
P02283	FBgn0053884
P02283	FBgn0053886
P02283	FBgn0053888
P02283	FBgn0053890
P02283	FBgn0053892
P02283	FBgn0053894
P02283	FBgn0053896
P02283	FBgn0053898
P02283	FBgn0053900
P02283	FBgn0053902
P02283	FBgn0053904
P02283	FBgn0053906
P02283	FBgn0053908
P02283	FBgn0053910
Q9V629	FBgn0260932
Q9V3P2	FBgn0261535
P54397	FBgn0013269
Q9VJK3	FBgn0032588
Q8IQ35	FBgn0031128
Q9VRB5	FBgn0031128
Q4V6W7	FBgn0034120
Q24161	FBgn0015025
Q9VUU3	FBgn0015025
Q9VYX2	FBgn0030314
Q9VAT1	FBgn0039602
Q9VAE4	FBgn0051036
A1Z6E6	FBgn0033015
Q7K3G5	FBgn0033015
Q9VPT8	FBgn0015621
Q9VEQ2	FBgn0038461
Q0E938	FBgn0028494
Q9U4H1	FBgn0028494
Q7K4P0	FBgn0033925
Q9VTT3	FBgn0036248
Q02360	FBgn0004895
Q9VPA7	FBgn0259243
A4IJ58	FBgn0035101
P25932	FBgn0001981
A1ZBL5	FBgn0260934
A1ZBL7	FBgn0260934
A1ZBL9	FBgn0260934
Q6NPA6	FBgn0260934
Q8MQR8	FBgn0260934
Q963E5	FBgn0260934
Q963E6	FBgn0260934
Q9V8V8	FBgn0260934
P36179	FBgn0260439
Q8T0D4	FBgn0028980
B7Z0R7	FBgn0039705
M9MSL4	FBgn0036480
A0A0B4KHF0	FBgn0015221
Q09024	FBgn0001257
Q95SN8	FBgn0051200
A1Z9N6	FBgn0261269
Q9VFE2	FBgn0038279
P13054	FBgn0001323
Q8TA44	FBgn0035769
Q9VGI6	FBgn0037944
Q9VDA0	FBgn0038889
Q9VUD3	FBgn0042630
Q7YTX4	FBgn0085405
Q9VD04	FBgn0085405
Q9VD05	FBgn0085405
O44434	FBgn0022984
Q3YND6	FBgn0022984
Q95TJ8	FBgn0022984
Q9TZN6	FBgn0022984
Q7KUZ5	FBgn0010315
M9PCG2	FBgn0042630
Q7K0S9	FBgn0033782
Q7KSQ2	FBgn0262081
Q8INJ8	FBgn0262081
Q9VGK8	FBgn0262081
P91943	FBgn0085432
Q8IMA8	FBgn0085432
Q24134	FBgn0010416
A0A0B4KFN6	FBgn0037944
Q9W032	FBgn0000543
Q9VZ02	FBgn0030291
Q24294	FBgn0013435
Q9VQU9	FBgn0004893
P23792	FBgn0000459
Q9VWS0	FBgn0030945
P28167	FBgn0004607
Q9VDT2	FBgn0038741
P25172	FBgn0265623
A1Z927	FBgn0022764
A1Z928	FBgn0022764
O17142	FBgn0022764
O17143	FBgn0022764
O77025	FBgn0022764
Q5U0Y0	FBgn0022764
Q960C3	FBgn0022764
Q8IQG0	FBgn0052086
Q8T4E3	FBgn0052086
Q9VYG2	FBgn0025463
Q9VD28	FBgn0038948
A1ZAP8	FBgn0050460
A1ZAQ0	FBgn0050460
A1ZAQ1	FBgn0050460
Q6NQX3	FBgn0050460
Q8MRK6	FBgn0050460
Q9W238	FBgn0034742
Q24535	FBgn0004101
Q7KS14	FBgn0039215
Q9VC54	FBgn0039215
P80455	FBgn0286213
Q9V3K9	FBgn0261862
Q9VYS4	FBgn0260780
Q8SX83	FBgn0016977
Q09332	FBgn0014075
A0A0B4K765	FBgn0022764
Q9VEA5	FBgn0263757
Q3YNB0	FBgn0019650
Q9V490	FBgn0019650
Q9XZC2	FBgn0019650
Q9VJ55	FBgn0032707
P40688	FBgn0003655
Q9VQI9	FBgn0041111
Q9W3C2	FBgn0030061
Q9V412	FBgn0028919
A1Z909	FBgn0033741
Q8T9K3	FBgn0033741
A0A0B4KES9	FBgn0033063
P33244	FBgn0001078
Q7JWD6	FBgn0266711
P04412	FBgn0003731
P05552	FBgn0284249
Q9VCY7	FBgn0260942
A1Z7R9	FBgn0259728
P40657	FBgn0005613
Q9VH69	FBgn0261599
B7Z0M0	FBgn0264751
O96757	FBgn0020299
Q9VCG8	FBgn0085384
Q8T4A8	FBgn0036738
Q7JUS1	FBgn0050491
Q9V730	FBgn0265974
Q9XZ08	FBgn0027535
Q9VQ93	FBgn0267378
Q9VZZ1	FBgn0035359
Q9VBD6	FBgn0039440
A1Z8H7	FBgn0033603
P07183	FBgn0000360
Q0KHU0	FBgn0263705
Q9VKA1	FBgn0032420
Q8T3W8	FBgn0037888
Q8T3W8	FBgn0037879
Q8SZM0	FBgn0038819
Q9VDJ8	FBgn0038819
Q9VY61	FBgn0030540
Q9W5C8	FBgn0040892
Q86BE9	FBgn0053198
Q9VD35	FBgn0038941
Q9VLV7	FBgn0031959
M9PC99	FBgn0262126
Q9VQ94	FBgn0262126
M9NGC6	FBgn0025702
Q9VYC7	FBgn0265416
Q8IH02	FBgn0052264
Q9VLF0	FBgn0051708
A1Z8H1	FBgn0033597
Q9U1L7	FBgn0040359
Q7JMW3	FBgn0015222
Q7KMQ5	FBgn0015222
Q8I0T0	FBgn0015222
Q9VU13	FBgn0261674
A0A0B4KI27	FBgn0015222
P08171	FBgn0000592
Q7KUY7	FBgn0259110
Q9VXL1	FBgn0259110
Q9VNS7	FBgn0037177
Q9VNS7	FBgn0052453
P20232	FBgn0010422
O15968	FBgn0020493
Q8SZT4	FBgn0020493
Q9VLP6	FBgn0032017
Q8T091	FBgn0032130
Q9VLA6	FBgn0032130
Q9VRV7	FBgn0035692
Q8IPA1	FBgn0051866
Q9VPT4	FBgn0031281
Q9VQB6	FBgn0031420
Q9W2I4	FBgn0050390
Q9VCN9	FBgn0039067
Q9VU86	FBgn0036374
Q9VGE2	FBgn0037981
Q95SL8	FBgn0029947
Q9W3R3	FBgn0029947
Q9VFD9	FBgn0038282
Q86P91	FBgn0031106
Q9GU66	FBgn0031106
Q02637	FBgn0005638
Q8IS44	FBgn0053517
P07182	FBgn0000359
C0HJH4	FBgn0266491
Q59E11	FBgn0031294
Q9VD74	FBgn0045469
Q9W596	FBgn0259108
Q7KNA0	FBgn0027607
A1Z8N9	FBgn0033648
Q9VSG1	FBgn0265089
Q24522	FBgn0259176
Q24523	FBgn0259176
D3DML3	FBgn0044323
Q961J0	FBgn0082585
Q9VJC0	FBgn0032652
P10674	FBgn0285925
Q8INA9	FBgn0285925
Q9VES3	FBgn0285925
Q9XTL2	FBgn0027363
Q9NHV5	FBgn0040465
Q95TM2	FBgn0002891
Q9GSR1	FBgn0002891
Q9GSR2	FBgn0002891
Q8T9I8	FBgn0035150
Q9W0P2	FBgn0035150
Q02910	FBgn0261714
Q9VN91	FBgn0087005
Q9V3D6	FBgn0027873
Q9W4B3	FBgn0263512
X2JDS9	FBgn0263512
Q9VFQ3	FBgn0008646
Q7K231	FBgn0034109
A1Z830	FBgn0033473
A1Z831	FBgn0033473
Q8MSZ6	FBgn0033473
Q8MYV2	FBgn0033473
Q7K5M2	FBgn0033951
Q7K3Q3	FBgn0033971
Q9VNG0	FBgn0037359
P39413	FBgn0005694
P13095	FBgn0002629
A1ZAK7	FBgn0014870
A1ZAK8	FBgn0014870
A1ZAK9	FBgn0014870
O96828	FBgn0014870
Q960R6	FBgn0014870
Q9VHP3	FBgn0037602
A0A0B4KEQ7	FBgn0033971
A8JNU6	FBgn0010352
M9PHB8	FBgn0026144
Q9V727	FBgn0261823
Q9W157	FBgn0050169
Q02308	FBgn0001169
A8JNV5	FBgn0025807
O96533	FBgn0025807
Q9VAW5	FBgn0261618
Q7JYX5	FBgn0266186
P02844	FBgn0005391
Q03372	FBgn0000492
Q8MMC4	FBgn0022343
Q9V4F9	FBgn0039923
P39572	FBgn0001150
Q9VSY9	FBgn0035993
Q9VEI9	FBgn0264005
Q9VRE6	FBgn0064123
Q9VJB0	FBgn0032660
Q8MZA9	FBgn0032632
P54366	FBgn0010323
Q9V3Y7	FBgn0028526
Q0IGS7	FBgn0033815
Q7YU58	FBgn0029894
Q9VKM5	FBgn0032322
Q9VGV7	FBgn0037844
Q9VND8	FBgn0041191
Q9VJX3	FBgn0023407
A0A0B4KFR5	FBgn0019968
M9ND89	FBgn0013718
Q0KIF1	FBgn0025741
Q95TN8	FBgn0260399
Q9VBJ6	FBgn0039398
Q7KW14	FBgn0023531
Q9VKR2	FBgn0032290
Q9VFT9	FBgn0038161
Q7K9Q9	FBgn0260934
Q24459	FBgn0003044
A1Z6H7	FBgn0266580
A1Z945	FBgn0033766
A8DZ29	FBgn0023213
A8JNJ6	FBgn0004167
Q9VC45	FBgn0000140
P25439	FBgn0000212
E1JGL8	FBgn0050122
Q9VKK1	FBgn0283682
Q9W1V3	FBgn0003062
P08985	FBgn0001197
Q9VFK6	FBgn0011474
Q8MLV1	FBgn0034657
Q9XZ06	FBgn0027537
Q9VWS2	FBgn0030943
Q7K0D8	FBgn0033264
Q24168	FBgn0015270
Q27393	FBgn0000147
Q400N2	FBgn0086690
Q5BHZ4	FBgn0026372
Q7JRH5	FBgn0034313
Q7JVX4	FBgn0034646
Q7JVY0	FBgn0265935
Q95R45	FBgn0035471
Q9VAX7	FBgn0003890
Q9VBP5	FBgn0039350
Q9VE79	FBgn0038611
Q9VE85	FBgn0038609
Q9VEN9	FBgn0266053
Q9VFE7	FBgn0038274
Q9VIX7	FBgn0032773
Q9VTS3	FBgn0026432
Q9VTZ0	FBgn0041775
Q9VUH9	FBgn0036451
Q9VVF4	FBgn0036710
Q9W028	FBgn0035328
Q9W0E1	FBgn0035229
Q9Y1B4	FBgn0005654
Q9VS34	FBgn0035753
