Proteins,C1,C2,C3,C4,C5,Labels
P54385,0.0054069255680700284,0.0032449544914918875,0.3842000548272389,0.00018310445079352882,6.645532014533733e+35,0
Q9VXN9,0.01699959035645962,0.010526315789473684,0.39125939628329004,0.0004208588226802517,3.6832373372389345e+36,0
Q8T0J3,0.0031783198083256943,0.002770083102493075,0.3156746215816969,2.520490158297965e-05,1.5806877097580803e+35,0
Q9V4P1,0.001735656918513692,0.0026909378709932723,0.3150167630773201,2.1761436493931495e-05,1.5130118739419425e+35,0
Q8I7C3,0.004457170431693664,0.0018203403244954491,0.3805934396596089,0.00018216668544698424,3.624841715254318e+35,0
P20385,0.000320020023658539,0.0011080332409972298,0.3793552964211574,2.671816896110053e-05,3.2493233870014692e+35,1
P25158,0.004253862318623398,0.008626830233478433,0.3883801163258668,0.0007588252957201446,1.4300958886964436e+36,0
Q04652,0.005160546133692976,0.0021369212504946575,0.3817801611203042,0.000344665696222584,3.969031873273783e+35,0
Q9VU68,0.007213403636169423,0.0011080332409972298,0.3779384371173033,9.997216245103635e-06,5.1560142559166334e+35,0
P53501,0.009803174725158249,0.004273842500989315,0.3894920329332382,0.0003672300312845861,1.2305498201206098e+36,0
P10981,0.005870631223198512,0.0016620498614958448,0.3802034389296136,4.4340395818542025e-05,4.162029992968816e+35,0
