locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
FBgn0053531,,1,347,NE,Nonessential
FBgn0053532,,1,347,NE,Nonessential
FBgn0053533,,1,347,NE,Nonessential
FBgn0053541,,1,347,NE,Nonessential
FBgn0053542,,1,347,NE,Nonessential
FBgn0053543,,1,347,NE,Nonessential
FBgn0053544,,1,347,NE,Nonessential
FBgn0053547,,1,347,E,Essential
FBgn0053548,,1,347,NE,Nonessential
FBgn0053552,,1,347,NE,Nonessential
FBgn0053554,,1,347,NE,Nonessential
FBgn0053555,,1,347,NE,Nonessential
FBgn0053556,,1,347,NE,Nonessential
FBgn0053557,,1,347,NE,Nonessential
FBgn0053558,,1,347,NE,Nonessential
FBgn0053626,,1,347,NE,Nonessential
FBgn0053627,,1,347,NE,Nonessential
FBgn0053630,,1,347,NE,Nonessential
FBgn0053631,,1,347,NE,Nonessential
FBgn0053632,,1,347,NE,Nonessential
FBgn0053635,,1,347,NE,Nonessential
FBgn0053639,,1,347,NE,Nonessential
FBgn0053640,,1,347,NE,Nonessential
FBgn0053641,,1,347,NE,Nonessential
FBgn0053642,,1,347,NE,Nonessential
FBgn0053643,,1,347,NE,Nonessential
FBgn0053644,,1,347,NE,Nonessential
FBgn0053645,,1,347,NE,Nonessential
FBgn0053647,,1,347,NE,Nonessential
FBgn0053648,,1,347,NE,Nonessential
FBgn0053651,,1,347,NE,Nonessential
FBgn0053653,,1,347,NE,Nonessential
FBgn0053654,,1,347,NE,Nonessential
FBgn0053658,,1,347,NE,Nonessential
FBgn0053664,,1,347,NE,Nonessential
FBgn0053665,,1,347,NE,Nonessential
FBgn0053666,,1,347,NE,Nonessential
FBgn0053667,,1,347,NE,Nonessential
FBgn0053668,,1,347,NE,Nonessential
FBgn0053669,,1,347,NE,Nonessential
FBgn0053673,,1,347,NE,Nonessential
FBgn0053678,,1,347,NE,Nonessential
FBgn0053679,,1,347,NE,Nonessential
FBgn0053680,,1,347,NE,Nonessential
FBgn0053681,,1,347,NE,Nonessential
FBgn0053687,,1,347,NE,Nonessential
FBgn0053688,,1,347,NE,Nonessential
FBgn0053689,,1,347,NE,Nonessential
FBgn0053690,,1,347,NE,Nonessential
FBgn0053696,,1,347,NE,Nonessential
FBgn0053700,,1,347,NE,Nonessential
FBgn0053702,,1,347,NE,Nonessential
FBgn0053703,,1,347,NE,Nonessential
FBgn0053704,,1,347,NE,Nonessential
FBgn0053710,,1,347,NE,Nonessential
FBgn0053721,,1,347,NE,Nonessential
FBgn0053723,,1,347,NE,Nonessential
FBgn0053724,,1,347,NE,Nonessential
FBgn0053725,,1,347,NE,Nonessential
FBgn0053752,,1,347,NE,Nonessential
FBgn0053757,,1,347,NE,Nonessential
FBgn0053758,,1,347,NE,Nonessential
FBgn0053764,,1,347,NE,Nonessential
FBgn0053766,,1,347,NE,Nonessential
FBgn0053767,,1,347,NE,Nonessential
FBgn0053768,,1,347,NE,Nonessential
FBgn0053769,,1,347,NE,Nonessential
FBgn0053770,,1,347,NE,Nonessential
FBgn0053771,,1,347,NE,Nonessential
FBgn0053772,,1,347,NE,Nonessential
FBgn0053773,,1,347,NE,Nonessential
FBgn0053774,,1,347,NE,Nonessential
FBgn0053775,,1,347,NE,Nonessential
FBgn0053777,,1,347,NE,Nonessential
FBgn0053783,,1,347,NE,Nonessential
FBgn0053784,,1,347,NE,Nonessential
FBgn0053792,,1,347,NE,Nonessential
FBgn0053795,,1,347,NE,Nonessential
FBgn0053796,,1,347,NE,Nonessential
FBgn0053797,,1,347,NE,Nonessential
FBgn0053798,,1,347,NE,Nonessential
FBgn0053800,,1,347,NE,Nonessential
FBgn0053801,,1,347,NE,Nonessential
FBgn0053803,,1,347,NE,Nonessential
FBgn0053804,,1,347,NE,Nonessential
FBgn0053806,,1,347,NE,Nonessential
FBgn0053807,,1,347,NE,Nonessential
FBgn0053808,,1,347,NE,Nonessential
FBgn0053809,,1,347,NE,Nonessential
FBgn0053810,,1,347,NE,Nonessential
FBgn0053812,,1,347,NE,Nonessential
FBgn0053813,,1,347,NE,Nonessential
FBgn0053814,,1,347,NE,Nonessential
FBgn0053815,,1,347,NE,Nonessential
FBgn0053816,,1,347,NE,Nonessential
FBgn0053817,,1,347,NE,Nonessential
FBgn0053818,,1,347,NE,Nonessential
FBgn0053819,,1,347,NE,Nonessential
FBgn0053820,,1,347,NE,Nonessential
FBgn0053821,,1,347,NE,Nonessential
FBgn0053822,,1,347,NE,Nonessential
FBgn0053823,,1,347,NE,Nonessential
FBgn0053824,,1,347,NE,Nonessential
FBgn0053825,,1,347,NE,Nonessential
FBgn0053826,,1,347,NE,Nonessential
FBgn0053827,,1,347,NE,Nonessential
FBgn0053828,,1,347,NE,Nonessential
FBgn0053829,,1,347,NE,Nonessential
FBgn0053830,,1,347,NE,Nonessential
FBgn0053831,,1,347,NE,Nonessential
FBgn0053832,,1,347,NE,Nonessential
FBgn0053833,,1,347,NE,Nonessential
FBgn0053834,,1,347,NE,Nonessential
FBgn0053835,,1,347,NE,Nonessential
FBgn0053836,,1,347,NE,Nonessential
FBgn0053837,,1,347,NE,Nonessential
FBgn0053838,,1,347,NE,Nonessential
FBgn0053839,,1,347,NE,Nonessential
FBgn0053840,,1,347,NE,Nonessential
FBgn0053841,,1,347,NE,Nonessential
FBgn0053842,,1,347,NE,Nonessential
FBgn0053843,,1,347,NE,Nonessential
FBgn0053844,,1,347,NE,Nonessential
FBgn0053845,,1,347,NE,Nonessential
FBgn0053846,,1,347,NE,Nonessential
FBgn0053847,,1,347,NE,Nonessential
FBgn0053848,,1,347,NE,Nonessential
FBgn0053849,,1,347,NE,Nonessential
FBgn0053850,,1,347,NE,Nonessential
FBgn0053851,,1,347,NE,Nonessential
FBgn0053852,,1,347,NE,Nonessential
FBgn0053853,,1,347,NE,Nonessential
FBgn0053854,,1,347,NE,Nonessential
FBgn0053855,,1,347,NE,Nonessential
FBgn0053856,,1,347,NE,Nonessential
FBgn0053857,,1,347,NE,Nonessential
FBgn0053858,,1,347,NE,Nonessential
FBgn0053859,,1,347,NE,Nonessential
FBgn0053860,,1,347,NE,Nonessential
FBgn0053861,,1,347,NE,Nonessential
FBgn0053862,,1,347,NE,Nonessential
FBgn0053863,,1,347,NE,Nonessential
FBgn0053864,,1,347,NE,Nonessential
FBgn0053865,,1,347,NE,Nonessential
FBgn0053866,,1,347,NE,Nonessential
FBgn0053868,,1,347,NE,Nonessential
FBgn0053869,,1,347,NE,Nonessential
FBgn0053870,,1,347,NE,Nonessential
FBgn0053871,,1,347,NE,Nonessential
FBgn0053872,,1,347,NE,Nonessential
FBgn0053873,,1,347,NE,Nonessential
FBgn0053874,,1,347,NE,Nonessential
FBgn0053875,,1,347,NE,Nonessential
FBgn0053876,,1,347,NE,Nonessential
FBgn0053877,,1,347,NE,Nonessential
FBgn0053878,,1,347,NE,Nonessential
FBgn0053879,,1,347,NE,Nonessential
FBgn0053880,,1,347,NE,Nonessential
FBgn0053881,,1,347,NE,Nonessential
FBgn0053882,,1,347,NE,Nonessential
FBgn0053883,,1,347,NE,Nonessential
FBgn0053884,,1,347,NE,Nonessential
FBgn0053885,,1,347,NE,Nonessential
FBgn0053886,,1,347,NE,Nonessential
FBgn0053887,,1,347,NE,Nonessential
FBgn0053888,,1,347,NE,Nonessential
FBgn0053889,,1,347,NE,Nonessential
FBgn0053890,,1,347,NE,Nonessential
FBgn0053891,,1,347,NE,Nonessential
FBgn0053892,,1,347,NE,Nonessential
FBgn0053893,,1,347,NE,Nonessential
FBgn0053894,,1,347,NE,Nonessential
FBgn0053895,,1,347,NE,Nonessential
FBgn0053896,,1,347,NE,Nonessential
FBgn0053897,,1,347,NE,Nonessential
FBgn0053898,,1,347,NE,Nonessential
FBgn0053899,,1,347,NE,Nonessential
FBgn0053900,,1,347,NE,Nonessential
FBgn0053901,,1,347,NE,Nonessential
FBgn0053902,,1,347,NE,Nonessential
FBgn0053903,,1,347,NE,Nonessential
FBgn0053904,,1,347,NE,Nonessential
FBgn0053905,,1,347,NE,Nonessential
FBgn0053906,,1,347,NE,Nonessential
FBgn0053907,,1,347,NE,Nonessential
FBgn0053908,,1,347,NE,Nonessential
FBgn0053909,,1,347,NE,Nonessential
FBgn0053910,,1,347,NE,Nonessential
FBgn0053911,,1,347,NE,Nonessential
FBgn0053912,,1,347,NE,Nonessential
FBgn0053914,,1,347,NE,Nonessential
FBgn0053919,,1,347,NE,Nonessential
FBgn0053920,,2,"363,347","NE,NE",Nonessential
FBgn0053922,,1,347,NE,Nonessential
FBgn0053923,,1,347,NE,Nonessential
FBgn0053926,,1,347,NE,Nonessential
FBgn0053927,,1,347,NE,Nonessential
FBgn0053928,,1,347,NE,Nonessential
FBgn0053929,,1,347,NE,Nonessential
FBgn0053936,,1,347,NE,Nonessential
FBgn0053937,,1,347,NE,Nonessential
FBgn0053958,,1,347,NE,Nonessential
FBgn0053960,,1,347,NE,Nonessential
FBgn0053964,,1,347,NE,Nonessential
FBgn0053965,,1,347,NE,Nonessential
FBgn0053966,,1,347,NE,Nonessential
FBgn0053967,,1,347,NE,Nonessential
FBgn0053969,,1,347,NE,Nonessential
FBgn0053970,,1,347,NE,Nonessential
FBgn0053971,,1,347,NE,Nonessential
FBgn0053977,,1,347,NE,Nonessential
FBgn0053978,,1,347,NE,Nonessential
FBgn0053980,,1,347,NE,Nonessential
FBgn0053983,,1,347,NE,Nonessential
FBgn0053984,,1,347,NE,Nonessential
FBgn0053985,,1,347,NE,Nonessential
FBgn0053986,,1,347,NE,Nonessential
FBgn0053988,,1,347,NE,Nonessential
FBgn0053993,,1,347,NE,Nonessential
FBgn0053995,,1,347,NE,Nonessential
FBgn0053998,,1,347,NE,Nonessential
FBgn0054001,,1,347,NE,Nonessential
FBgn0054002,,1,347,NE,Nonessential
FBgn0054003,,1,347,NE,Nonessential
FBgn0054005,,1,347,NE,Nonessential
FBgn0054006,,1,347,NE,Nonessential
FBgn0054007,,1,347,NE,Nonessential
FBgn0054008,,1,347,NE,Nonessential
FBgn0054010,,1,347,NE,Nonessential
FBgn0054011,,1,347,NE,Nonessential
FBgn0054012,,1,347,NE,Nonessential
FBgn0054015,,1,347,NE,Nonessential
FBgn0054016,,1,347,NE,Nonessential
FBgn0054021,,1,347,NE,Nonessential
FBgn0054022,,1,347,NE,Nonessential
FBgn0054023,,1,347,NE,Nonessential
FBgn0054024,,1,347,NE,Nonessential
FBgn0054025,,1,347,NE,Nonessential
FBgn0054026,,1,347,NE,Nonessential
FBgn0054027,,1,347,NE,Nonessential
FBgn0054028,,1,347,NE,Nonessential
FBgn0054029,,1,347,NE,Nonessential
FBgn0054030,,1,347,NE,Nonessential
FBgn0054032,,1,347,NE,Nonessential
FBgn0054033,,1,347,NE,Nonessential
FBgn0054034,,1,347,NE,Nonessential
FBgn0054035,,1,347,NE,Nonessential
FBgn0054038,,1,347,NE,Nonessential
FBgn0054039,,1,347,NE,Nonessential
FBgn0054040,,1,347,NE,Nonessential
FBgn0054041,,2,"347,363","NE,NE",Nonessential
FBgn0054043,,1,347,NE,Nonessential
FBgn0054044,,1,347,NE,Nonessential
FBgn0054045,,1,347,NE,Nonessential
FBgn0054046,,1,347,NE,Nonessential
FBgn0054047,,1,347,NE,Nonessential
FBgn0054048,,1,347,NE,Nonessential
FBgn0054049,,1,347,NE,Nonessential
FBgn0054050,,1,347,NE,Nonessential
FBgn0054051,,1,347,NE,Nonessential
FBgn0054052,,1,347,NE,Nonessential
FBgn0054053,,1,347,NE,Nonessential
FBgn0054054,,1,347,NE,Nonessential
FBgn0054056,,1,347,NE,Nonessential
FBgn0054057,,1,347,NE,Nonessential
FBgn0058002,,1,347,NE,Nonessential
FBgn0058005,,1,347,NE,Nonessential
FBgn0058006,,1,347,NE,Nonessential
FBgn0058042,,1,347,NE,Nonessential
FBgn0058045,,1,347,NE,Nonessential
FBgn0058053,,1,347,NE,Nonessential
FBgn0058064,,1,347,NE,Nonessential
FBgn0058068,,1,347,NE,Nonessential
FBgn0058100,,1,347,NE,Nonessential
FBgn0058127,,1,347,NE,Nonessential
FBgn0058155,,1,347,NE,Nonessential
FBgn0058160,,1,347,NE,Nonessential
FBgn0058172,,1,347,NE,Nonessential
FBgn0058174,,1,347,NE,Nonessential
FBgn0058178,,1,347,NE,Nonessential
FBgn0058188,,1,347,NE,Nonessential
FBgn0058191,,1,347,NE,Nonessential
FBgn0058196,,1,347,NE,Nonessential
FBgn0058198,,1,347,NE,Nonessential
FBgn0058204,,1,347,NE,Nonessential
FBgn0058232,,1,347,NE,Nonessential
FBgn0058245,,1,347,NE,Nonessential
FBgn0058249,,1,347,NE,Nonessential
FBgn0058263,,1,347,NE,Nonessential
FBgn0058298,,1,347,NE,Nonessential
FBgn0058378,,1,347,NE,Nonessential
FBgn0058439,,1,347,NE,Nonessential
FBgn0058441,,1,347,NE,Nonessential
FBgn0058463,,1,347,NE,Nonessential
FBgn0058470,,1,347,NE,Nonessential
FBgn0060296,,1,347,NE,Nonessential
FBgn0061173,,1,347,E,Essential
FBgn0061196,,1,347,NE,Nonessential
FBgn0061197,,1,347,NE,Nonessential
FBgn0061198,,1,347,NE,Nonessential
FBgn0061200,,1,347,E,Essential
FBgn0061209,,1,347,E,Essential
FBgn0061354,,1,347,NE,Nonessential
FBgn0061355,,1,347,NE,Nonessential
FBgn0061356,,1,347,NE,Nonessential
FBgn0061359,,1,347,NE,Nonessential
FBgn0061360,,1,347,NE,Nonessential
FBgn0061361,,1,347,NE,Nonessential
FBgn0061362,,1,347,NE,Nonessential
FBgn0061435,,1,347,NE,Nonessential
FBgn0061469,,1,347,NE,Nonessential
FBgn0061476,,1,347,NE,Nonessential
FBgn0061492,,1,347,NE,Nonessential
FBgn0061515,,1,347,NE,Nonessential
FBgn0062411,,1,347,NE,Nonessential
FBgn0062412,,1,347,NE,Nonessential
FBgn0062413,,1,347,NE,Nonessential
FBgn0062440,,1,347,NE,Nonessential
FBgn0062442,,1,347,NE,Nonessential
FBgn0062449,,1,347,NE,Nonessential
FBgn0062517,,1,347,NE,Nonessential
FBgn0062565,,1,347,NE,Nonessential
FBgn0063261,,1,347,NE,Nonessential
FBgn0063368,,1,347,NE,Nonessential
FBgn0063485,,1,347,NE,Nonessential
FBgn0063491,,1,347,NE,Nonessential
FBgn0063492,,1,347,NE,Nonessential
FBgn0063493,,1,347,NE,Nonessential
FBgn0063494,,1,347,NE,Nonessential
FBgn0063495,,1,347,NE,Nonessential
FBgn0063496,,1,347,NE,Nonessential
FBgn0063497,,1,347,NE,Nonessential
FBgn0063498,,1,347,NE,Nonessential
FBgn0063499,,1,347,NE,Nonessential
FBgn0063649,,1,347,NE,Nonessential
FBgn0063667,,1,347,NE,Nonessential
FBgn0063670,,1,347,NE,Nonessential
FBgn0063923,,1,347,NE,Nonessential
FBgn0063924,,1,347,NE,Nonessential
FBgn0064115,,1,347,NE,Nonessential
FBgn0064116,,1,347,NE,Nonessential
FBgn0064117,,1,347,NE,Nonessential
FBgn0064119,,1,347,NE,Nonessential
FBgn0064121,,1,347,NE,Nonessential
FBgn0064122,,1,347,NE,Nonessential
FBgn0064123,,1,347,NE,Nonessential
FBgn0064126,,1,347,NE,Nonessential
FBgn0064225,,1,347,NE,Nonessential
FBgn0064227,,1,347,E,Essential
FBgn0064237,,1,347,NE,Nonessential
FBgn0064766,,1,347,NE,Nonessential
FBgn0064912,,1,347,NE,Nonessential
FBgn0065032,,1,347,NE,Nonessential
FBgn0065035,,1,347,NE,Nonessential
FBgn0065108,,1,347,NE,Nonessential
FBgn0065109,,1,347,NE,Nonessential
FBgn0065110,,1,347,NE,Nonessential
FBgn0066084,,1,347,NE,Nonessential
FBgn0066101,,1,347,NE,Nonessential
FBgn0066114,,1,347,NE,Nonessential
FBgn0066292,,2,"347,363","NE,E",Conditional
FBgn0066293,,1,347,NE,Nonessential
FBgn0066303,,1,347,NE,Nonessential
FBgn0066304,,1,347,NE,Nonessential
FBgn0066365,,1,347,NE,Nonessential
FBgn0067052,,1,347,NE,Nonessential
FBgn0067102,,1,347,NE,Nonessential
FBgn0067311,,1,347,NE,Nonessential
FBgn0067312,,1,347,NE,Nonessential
FBgn0067317,,1,347,NE,Nonessential
FBgn0067318,,1,347,NE,Nonessential
FBgn0067622,,1,347,NE,Nonessential
FBgn0067628,,1,347,NE,Nonessential
FBgn0067629,,1,347,NE,Nonessential
FBgn0067779,,1,347,NE,Nonessential
FBgn0067782,,1,347,NE,Nonessential
FBgn0067783,,1,347,NE,Nonessential
FBgn0067861,,1,347,NE,Nonessential
FBgn0067864,,1,347,NE,Nonessential
FBgn0067895,,1,347,NE,Nonessential
FBgn0067903,,1,347,NE,Nonessential
FBgn0067905,,1,347,NE,Nonessential
FBgn0069056,,1,347,NE,Nonessential
FBgn0069242,,1,347,NE,Nonessential
FBgn0069354,,1,347,NE,Nonessential
FBgn0069913,,1,347,NE,Nonessential
FBgn0069921,,1,347,NE,Nonessential
FBgn0069923,,1,347,NE,Nonessential
FBgn0069938,,1,347,NE,Nonessential
FBgn0069947,,1,347,NE,Nonessential
FBgn0069969,,1,347,NE,Nonessential
FBgn0069972,,1,347,NE,Nonessential
FBgn0069973,,1,347,NE,Nonessential
FBgn0069977,,1,347,NE,Nonessential
FBgn0082582,,1,347,NE,Nonessential
FBgn0082585,,1,347,NE,Nonessential
FBgn0082598,,1,347,NE,Nonessential
FBgn0082831,,1,347,NE,Nonessential
FBgn0083077,,1,347,E,Essential
FBgn0083141,,1,347,NE,Nonessential
FBgn0083167,,1,347,NE,Nonessential
FBgn0083228,,1,347,NE,Nonessential
FBgn0083919,,1,347,NE,Nonessential
FBgn0083936,,1,347,NE,Nonessential
FBgn0083938,,1,347,NE,Nonessential
FBgn0083940,,1,347,NE,Nonessential
FBgn0083941,,1,347,NE,Nonessential
FBgn0083942,,1,347,NE,Nonessential
FBgn0083943,,1,347,NE,Nonessential
FBgn0083944,,1,347,NE,Nonessential
FBgn0083945,,1,347,NE,Nonessential
FBgn0083946,,1,347,NE,Nonessential
FBgn0083947,,1,347,NE,Nonessential
FBgn0083949,,1,347,NE,Nonessential
FBgn0083950,,1,347,NE,Nonessential
FBgn0083951,,1,347,NE,Nonessential
FBgn0083952,,1,347,NE,Nonessential
FBgn0083953,,1,347,NE,Nonessential
FBgn0083954,,1,347,NE,Nonessential
FBgn0083956,,1,347,NE,Nonessential
FBgn0083959,,1,347,NE,Nonessential
FBgn0083960,,1,347,NE,Nonessential
FBgn0083961,,1,347,NE,Nonessential
FBgn0083962,,1,347,NE,Nonessential
FBgn0083963,,1,347,NE,Nonessential
FBgn0083965,,1,347,NE,Nonessential
FBgn0083966,,1,347,NE,Nonessential
FBgn0083967,,1,347,NE,Nonessential
FBgn0083968,,1,347,NE,Nonessential
FBgn0083969,,1,347,NE,Nonessential
FBgn0083970,,1,347,NE,Nonessential
FBgn0083971,,1,347,NE,Nonessential
FBgn0083972,,1,347,NE,Nonessential
FBgn0083973,,1,347,NE,Nonessential
FBgn0083974,,1,347,NE,Nonessential
FBgn0083975,,1,347,E,Essential
FBgn0083976,,1,347,NE,Nonessential
FBgn0083977,,1,347,NE,Nonessential
FBgn0083978,,1,347,NE,Nonessential
FBgn0083979,,1,347,NE,Nonessential
FBgn0083980,,1,347,NE,Nonessential
FBgn0083981,,1,347,NE,Nonessential
FBgn0083983,,1,347,NE,Nonessential
FBgn0083984,,1,347,NE,Nonessential
FBgn0083985,,1,347,NE,Nonessential
FBgn0083986,,1,347,NE,Nonessential
FBgn0083991,,1,347,NE,Nonessential
FBgn0083992,,1,347,NE,Nonessential
FBgn0084001,,1,347,NE,Nonessential
FBgn0084015,,1,347,NE,Nonessential
FBgn0084017,,1,347,NE,Nonessential
FBgn0085188,,1,347,NE,Nonessential
FBgn0085190,,1,347,NE,Nonessential
FBgn0085191,,1,347,NE,Nonessential
FBgn0085192,,1,347,NE,Nonessential
FBgn0085193,,1,347,NE,Nonessential
FBgn0085194,,1,347,NE,Nonessential
FBgn0085195,,1,347,NE,Nonessential
FBgn0085196,,1,347,NE,Nonessential
FBgn0085197,,1,347,NE,Nonessential
FBgn0085198,,1,347,NE,Nonessential
FBgn0085199,,1,347,NE,Nonessential
FBgn0085200,,1,347,NE,Nonessential
FBgn0085201,,1,347,NE,Nonessential
FBgn0085202,,1,347,NE,Nonessential
FBgn0085203,,1,347,NE,Nonessential
FBgn0085204,,1,347,NE,Nonessential
FBgn0085205,,1,347,NE,Nonessential
FBgn0085206,,1,347,NE,Nonessential
FBgn0085207,,1,347,NE,Nonessential
FBgn0085208,,1,347,NE,Nonessential
FBgn0085209,,1,347,NE,Nonessential
FBgn0085210,,1,347,NE,Nonessential
FBgn0085211,,1,347,NE,Nonessential
FBgn0085212,,1,347,NE,Nonessential
FBgn0085213,,1,347,NE,Nonessential
FBgn0085214,,1,347,NE,Nonessential
FBgn0085215,,1,347,NE,Nonessential
FBgn0085216,,1,347,NE,Nonessential
FBgn0085217,,1,347,NE,Nonessential
FBgn0085218,,1,347,NE,Nonessential
FBgn0085219,,1,347,NE,Nonessential
FBgn0085220,,1,347,NE,Nonessential
FBgn0085221,,1,347,NE,Nonessential
FBgn0085222,,1,347,NE,Nonessential
FBgn0085223,,1,347,NE,Nonessential
FBgn0085224,,1,347,NE,Nonessential
FBgn0085225,,1,347,NE,Nonessential
FBgn0085226,,1,347,NE,Nonessential
FBgn0085227,,1,347,NE,Nonessential
FBgn0085228,,1,347,NE,Nonessential
FBgn0085229,,1,347,NE,Nonessential
FBgn0085230,,1,347,NE,Nonessential
FBgn0085231,,1,347,NE,Nonessential
FBgn0085232,,1,347,NE,Nonessential
FBgn0085233,,1,347,NE,Nonessential
FBgn0085234,,1,347,NE,Nonessential
FBgn0085235,,1,347,NE,Nonessential
FBgn0085236,,1,347,NE,Nonessential
FBgn0085237,,1,347,NE,Nonessential
FBgn0085238,,1,347,NE,Nonessential
FBgn0085239,,1,347,NE,Nonessential
FBgn0085240,,1,347,NE,Nonessential
FBgn0085241,,1,347,NE,Nonessential
FBgn0085242,,1,347,NE,Nonessential
FBgn0085243,,1,347,NE,Nonessential
FBgn0085244,,1,347,NE,Nonessential
FBgn0085245,,1,347,NE,Nonessential
FBgn0085246,,1,347,NE,Nonessential
FBgn0085248,,1,347,NE,Nonessential
FBgn0085249,,1,347,NE,Nonessential
FBgn0085250,,1,347,NE,Nonessential
FBgn0085252,,1,347,NE,Nonessential
FBgn0085253,,1,347,NE,Nonessential
FBgn0085254,,1,347,NE,Nonessential
FBgn0085256,,1,347,NE,Nonessential
FBgn0085257,,1,347,NE,Nonessential
FBgn0085259,,1,347,NE,Nonessential
FBgn0085260,,1,347,NE,Nonessential
FBgn0085261,,1,347,NE,Nonessential
FBgn0085262,,1,347,NE,Nonessential
FBgn0085263,,1,347,NE,Nonessential
FBgn0085264,,2,"363,347","NE,NE",Nonessential
FBgn0085265,,1,347,NE,Nonessential
FBgn0085267,,1,347,NE,Nonessential
FBgn0085268,,1,347,NE,Nonessential
FBgn0085271,,1,347,NE,Nonessential
FBgn0085272,,1,347,NE,Nonessential
FBgn0085273,,1,347,NE,Nonessential
FBgn0085274,,1,347,NE,Nonessential
FBgn0085275,,1,347,NE,Nonessential
FBgn0085276,,1,347,NE,Nonessential
FBgn0085277,,1,347,NE,Nonessential
FBgn0085278,,1,347,NE,Nonessential
FBgn0085279,,1,347,NE,Nonessential
FBgn0085280,,1,347,NE,Nonessential
FBgn0085281,,1,347,NE,Nonessential
FBgn0085282,,1,347,NE,Nonessential
FBgn0085283,,1,347,NE,Nonessential
FBgn0085284,,1,347,NE,Nonessential
FBgn0085285,,1,347,NE,Nonessential
FBgn0085287,,1,347,NE,Nonessential
FBgn0085288,,1,347,NE,Nonessential
FBgn0085289,,1,347,NE,Nonessential
FBgn0085290,,1,347,NE,Nonessential
FBgn0085292,,1,347,NE,Nonessential
FBgn0085293,,1,347,NE,Nonessential
FBgn0085294,,1,347,NE,Nonessential
FBgn0085295,,1,347,NE,Nonessential
FBgn0085296,,1,347,NE,Nonessential
FBgn0085297,,1,347,NE,Nonessential
FBgn0085298,,1,347,NE,Nonessential
FBgn0085300,,1,347,NE,Nonessential
FBgn0085302,,1,347,NE,Nonessential
FBgn0085303,,1,347,NE,Nonessential
FBgn0085304,,1,347,NE,Nonessential
FBgn0085305,,1,347,NE,Nonessential
FBgn0085306,,1,347,NE,Nonessential
FBgn0085307,,1,347,NE,Nonessential
FBgn0085308,,1,347,NE,Nonessential
FBgn0085309,,1,347,NE,Nonessential
FBgn0085310,,1,347,NE,Nonessential
FBgn0085311,,1,347,NE,Nonessential
FBgn0085312,,1,347,NE,Nonessential
FBgn0085313,,1,347,NE,Nonessential
FBgn0085315,,1,347,NE,Nonessential
FBgn0085316,,1,347,NE,Nonessential
FBgn0085317,,1,347,NE,Nonessential
FBgn0085318,,1,347,NE,Nonessential
FBgn0085319,,1,347,NE,Nonessential
FBgn0085320,,1,347,NE,Nonessential
FBgn0085321,,1,347,NE,Nonessential
FBgn0085322,,1,347,NE,Nonessential
FBgn0085323,,1,347,NE,Nonessential
FBgn0085324,,1,347,NE,Nonessential
FBgn0085325,,1,347,NE,Nonessential
FBgn0085326,,1,347,NE,Nonessential
FBgn0085327,,1,347,NE,Nonessential
FBgn0085328,,1,347,NE,Nonessential
FBgn0085329,,1,347,NE,Nonessential
FBgn0085330,,1,347,NE,Nonessential
FBgn0085331,,1,347,NE,Nonessential
FBgn0085332,,1,347,NE,Nonessential
FBgn0085333,,1,347,NE,Nonessential
FBgn0085334,,1,347,NE,Nonessential
FBgn0085335,,1,347,NE,Nonessential
FBgn0085336,,1,347,NE,Nonessential
FBgn0085337,,1,347,NE,Nonessential
FBgn0085339,,1,347,NE,Nonessential
FBgn0085341,,1,347,NE,Nonessential
FBgn0085342,,1,347,NE,Nonessential
FBgn0085343,,1,347,NE,Nonessential
FBgn0085344,,1,347,NE,Nonessential
FBgn0085345,,1,347,NE,Nonessential
FBgn0085346,,1,347,NE,Nonessential
FBgn0085347,,1,347,E,Essential
FBgn0085348,,1,347,NE,Nonessential
FBgn0085349,,1,347,NE,Nonessential
FBgn0085350,,1,347,NE,Nonessential
FBgn0085351,,1,347,NE,Nonessential
FBgn0085352,,1,347,NE,Nonessential
FBgn0085353,,1,347,NE,Nonessential
FBgn0085354,,1,347,NE,Nonessential
FBgn0085355,,1,347,NE,Nonessential
FBgn0085356,,1,347,NE,Nonessential
FBgn0085357,,1,347,NE,Nonessential
FBgn0085358,,1,347,NE,Nonessential
FBgn0085359,,1,347,NE,Nonessential
FBgn0085360,,1,347,NE,Nonessential
FBgn0085361,,1,347,NE,Nonessential
FBgn0085362,,1,347,NE,Nonessential
FBgn0085363,,1,347,NE,Nonessential
FBgn0085365,,1,347,NE,Nonessential
FBgn0085366,,1,347,NE,Nonessential
FBgn0085367,,1,347,NE,Nonessential
FBgn0085369,,1,347,NE,Nonessential
FBgn0085370,,1,347,NE,Nonessential
FBgn0085371,,1,347,NE,Nonessential
FBgn0085374,,1,347,NE,Nonessential
FBgn0085375,,1,347,NE,Nonessential
FBgn0085376,,1,347,NE,Nonessential
FBgn0085377,,1,347,NE,Nonessential
FBgn0085378,,1,347,NE,Nonessential
FBgn0085379,,1,347,NE,Nonessential
FBgn0085380,,1,347,NE,Nonessential
FBgn0085382,,1,347,NE,Nonessential
FBgn0085383,,1,347,E,Essential
FBgn0085384,,1,347,NE,Nonessential
FBgn0085385,,1,347,NE,Nonessential
FBgn0085386,,1,347,NE,Nonessential
FBgn0085387,,1,347,NE,Nonessential
FBgn0085388,,1,347,NE,Nonessential
FBgn0085390,,1,347,NE,Nonessential
FBgn0085391,,1,347,NE,Nonessential
FBgn0085392,,1,347,NE,Nonessential
