Interactor A,Interactor B,Interaction Score
Q7KML2,Q8T431,0.237
Q7KML2,Q9VV90,0.6241
Q7KML2,Q8IGF3,0.6241
Q7KML2,Q8IMB8,0.237
Q7KML2,Q8IMB9,0.237
Q7KML2,Q8SXK8,0.237
Q7KML2,Q9V4C1,0.237
Q7KML2,Q9VR99,0.553
Q7KML2,Q9VMJ2,0.553
Q7KML2,Q9W4R1,0.7189
Q7KML2,Q9W1A4,0.632
Q7KML2,Q8SXR7,0.553
Q7KML2,Q9W185,0.553
Q7KML2,Q23989,0.783364
Q7KML2,Q27589,0.237
Q7KML2,Q9V3G9,0.237
Q7KML2,Q9VR29,0.553
Q7KML2,Q9VBN5,0.237
Q7KML2,Q9W3S4,0.237
Q7KML2,Q9VTU1,0.76867
Q7KML2,Q9VW52,0.553
Q7KML2,P41126,0.774516
Q7KML2,A1ZBY1,0.237
Q7KML2,Q9VJY6,0.7791612
Q7KML2,P17886,0.7584
Q7KML2,Q27580,0.74023
Q7KML2,Q9VNA5,0.7853548
Q7KML2,Q9TVM2,0.7426
Q7KML2,H9XVM9,0.7426
Q7KML2,A0A0B4KEE4,0.632
Q7KML2,A1Z6Q1,0.237
Q7KML2,Q9VVG4,0.6241
Q7KML2,Q23985,0.766774
Q7KML2,Q9W1A2,0.7189
Q7KML2,P05389,0.7791612
Q7KML2,P15357,0.7791612
Q7KML2,Q8IGR0,0.237
Q7KML2,P09180,0.774516
Q7KML2,Q9VTP4,0.76788
Q7KML2,P41094,0.7894312
Q7KML2,P48609,0.775069
Q7KML2,Q0E8J1,0.237
Q7KML2,Q7KV92,0.6241
Q7KML2,Q7KV98,0.237
Q7KML2,Q8IRF0,0.237
Q7KML2,Q9W013,0.237
Q7KML2,Q9W016,0.6241
Q7KML2,P0CG69,0.4029
Q7KML2,P18101,0.78674836
Q7KML2,Q961G6,0.237
Q7KML2,P49657,0.553
Q7KML2,Q868J0,0.237
Q7KML2,Q9VH81,0.766774
Q7KML2,O61307,0.6794
Q7KML2,M9NFI9,0.237
Q7KML2,Q9W3F6,0.6241
Q7KML2,P17336,0.74023
Q9V3G3,O76880,0.298236
Q9V3G3,Q24354,0.298236
Q9V3G3,Q9W4X2,0.93149044
Q9V3G3,Q9W1T5,0.09
Q9V3G3,Q7KNF2,0.99497682194349
Q9V3G3,Q9W555,0.21
Q9V3G3,A1Z9G2,0.97979870728
Q9V3G3,Q7KLW9,0.966722679196
Q9V3G3,P20659,0.99411599170816
Q9V4T3,P21519,0.2559
Q9V4T3,Q9V359,0.710984
Q7JVG6,Q7JUN9,0.09
Q7JVG6,Q9VPH3,0.09
Q7JVG6,Q9W197,0.258
Q7JVG6,P08736,0.28677
Q8T8W4,Q24491,0.29748
Q8T8W4,Q9VIW0,0.237
Q8T8W4,P09083,0.29748
Q8T8W4,P09775,0.299244
Q8T8W4,Q8IPL4,0.09
Q8T8W4,Q9VMX2,0.09
Q8T8W4,Q24169,0.299496
Q8T8W4,Q3YNE0,0.09
Q8T8W4,Q9VS36,0.258
Q8T8W4,O76910,0.09
Q8T8W4,Q960Q9,0.2811
Q8T8W4,O77410,0.21
Q8T8W4,Q9VCN6,0.21
Q8T8W4,Q9N2M8,0.09
Q8T8W4,Q7JW60,0.237
Q8T8W4,Q8SXZ6,0.2811
Q8T8W4,Q9W2C1,0.2964
Q8T8W4,Q9VTT3,0.29748
Q8T8W4,Q9VP44,0.237
Q8T8W4,Q9VHM3,0.273
Q8T8W4,Q29R10,0.237
Q8T8W4,Q8T3L3,0.09
Q8T8W4,Q9VFA3,0.09
Q8T8W4,Q8SX40,0.2811
Q8T8W4,Q8SZ06,0.09
Q8T8W4,Q8SYQ6,0.09
Q8T8W4,Q9I7J8,0.2811
Q8T8W4,P25991,0.2964
Q8T8W4,Q9VJN5,0.2874
Q8T8W4,Q9VDQ3,0.2811
Q8T8W4,Q86NX5,0.09
Q8T8W4,Q8IG87,0.09
Q8T8W4,Q8T3J8,0.09
Q8T8W4,Q9VE54,0.2811
Q8T8W4,Q8T091,0.09
Q8T8W4,Q9VLA6,0.153
Q8T8W4,Q9W3Z4,0.09
Q8T8W4,Q9VR05,0.273
Q8T8W4,P17886,0.2999222076
Q8T8W4,Q8IHD6,0.09
Q8T8W4,Q8IMJ2,0.09
Q8T8W4,Q9W1A8,0.237
Q8T8W4,O16810,0.299496
Q8T8W4,Q95RV6,0.09
Q8T8W4,Q9VV52,0.237
Q8T8W4,Q7JXF5,0.2964
Q8T8W4,Q9VF93,0.153
Q8T8W4,Q9W2K8,0.2811
Q8T8W4,Q9XTN4,0.282
Q8T8W4,Q8MRX5,0.09
Q8T8W4,Q9VNP4,0.2559
Q8T8W4,Q24478,0.299856
Q8T8W4,Q9VZF4,0.237
Q8T8W4,P09774,0.29838
Q8T8W4,Q9V3W7,0.293826
Q8T8W4,Q960V3,0.237
Q8T8W4,P49762,0.29748
Q8T8W4,Q9VE17,0.290739
Q8T8W4,Q8T498,0.09
Q8T8W4,P09081,0.29118
Q8T8W4,Q7KM13,0.282
Q8T8W4,Q9VAU9,0.298866
Q8T8W4,Q9VH51,0.237
Q8T8W4,Q9I7W5,0.2811
Q8T8W4,P91943,0.2874
Q8T8W4,Q24168,0.299995968
Q9VBJ9,Q24491,0.783364
Q9VBJ9,Q9VIW0,0.6241
Q9VBJ9,P09083,0.783364
Q9VBJ9,P09775,0.7880092
Q9VBJ9,Q9VMX2,0.237
Q9VBJ9,Q24169,0.7886728
Q9VBJ9,Q3YNE0,0.237
Q9VBJ9,Q9VS36,0.6794
Q9VBJ9,O76910,0.237
Q9VBJ9,Q960Q9,0.74023
Q9VBJ9,O77410,0.553
Q9VBJ9,Q9VCN6,0.553
Q9VBJ9,Q9N2M8,0.237
Q9VBJ9,Q7JW60,0.6241
Q9VBJ9,Q8SXZ6,0.74023
Q9VBJ9,Q9W2C1,0.78052
Q9VBJ9,Q9VTT3,0.783364
Q9VBJ9,Q9VP44,0.6241
Q9VBJ9,Q9VHM3,0.7189
Q9VBJ9,Q29R10,0.6241
Q9VBJ9,Q8T3L3,0.237
Q9VBJ9,Q9VFA3,0.237
Q9VBJ9,Q8SX40,0.74023
Q9VBJ9,Q8SZ06,0.237
Q9VBJ9,Q8SYQ6,0.237
Q9VBJ9,Q9I7J8,0.74023
Q9VBJ9,P25991,0.78052
Q9VBJ9,Q9VJN5,0.75682
Q9VBJ9,Q9VDQ3,0.74023
Q9VBJ9,Q86NX5,0.237
Q9VBJ9,Q8IG87,0.237
Q9VBJ9,Q8T3J8,0.237
Q9VBJ9,Q9VE54,0.74023
Q9VBJ9,Q8T091,0.237
Q9VBJ9,Q9VLA6,0.4029
Q9VBJ9,Q9VR05,0.7189
Q9VBJ9,P17886,0.78979514668
Q9VBJ9,Q8IHD6,0.237
Q9VBJ9,Q8IMJ2,0.237
Q9VBJ9,Q9W1A8,0.6241
Q9VBJ9,O16810,0.7886728
Q9VBJ9,Q95RV6,0.237
Q9VBJ9,Q9VV52,0.6241
Q9VBJ9,Q7JXF5,0.78052
Q9VBJ9,Q9VF93,0.4029
Q9VBJ9,Q9W2K8,0.74023
Q9VBJ9,Q9XTN4,0.7426
Q9VBJ9,Q8MRX5,0.237
Q9VBJ9,Q9VNP4,0.67387
Q9VBJ9,P17789,0.783364
Q9VBJ9,P42282,0.789920368
Q9VBJ9,P25932,0.783364
Q9VBJ9,Q9VAU9,0.7870138
Q9VBJ9,Q6AWN0,0.6241
Q9VBJ9,O16797,0.237
Q9VBJ9,Q24141,0.789946912
Q9VBJ9,Q9VFP2,0.766774
Q9VBJ9,Q9VH81,0.7426
O16124,Q9VKM5,0.09
O16124,Q4V4H7,0.09
O16124,Q9VMD9,0.09
O44117,Q9VKM5,0.09
O44117,Q4V4H7,0.09
O44117,Q9VMD9,0.09
Q7KQC2,Q9VKM5,0.09
Q7KQC2,Q4V4H7,0.09
Q7KQC2,Q9VMD9,0.09
Q9VVK7,Q9VKM5,0.258
Q9VVK7,Q7KRX5,0.09
Q9VVK7,Q960S3,0.09
Q9VVK7,Q9VB04,0.09
Q9VVK7,Q4V4H7,0.258
Q9VVK7,Q9VMD9,0.58263984
Q9VVK7,Q24009,0.09
Q9VVK7,Q9W3U0,0.2811
Q9VVK7,Q9GYV5,0.2916
Q9VVK7,Q9VQS1,0.21
Q9VVK7,A1ZBL9,0.45888
Q9VVK7,Q6NPA6,0.21
Q9VVK7,Q8MQR8,0.21
Q9VVK7,Q9V8V8,0.21
Q9VVK7,Q8IRZ1,0.237
Q9VVK7,Q24008,0.21
Q9VVK7,P21187,0.29118
Q9VVK7,Q9GYU8,0.258
Q9VVK7,Q24568,0.615922992
Q9VVK7,Q9VJ30,0.29622
Q9VVK7,Q9W258,0.41382
Q9VVK7,Q0KHS0,0.278391
Q9VVK7,Q9VXY7,0.29748
Q9VVK7,M9NFI9,0.09
Q9VBI0,Q9VL00,0.5359
Q9VBI0,O77278,0.21
Q9VBI0,Q24353,0.21
Q9VBI0,Q9W4I4,0.553
Q9VBI0,P07247,0.69412
Q9VBI0,Q9VYG2,0.6999193264
Q9VBI0,Q9W2N0,0.298866
Q9VBI0,Q8SX32,0.683684
Q9VBI0,P13008,0.298236
Q9VBI0,B7Z143,0.7690208
Q9VBI0,Q9W219,0.21
Q9VBI0,M9PH26,0.49
Q9VBI0,P07207,0.717293128
Q9VBI0,Q9VKY8,0.21
Q9VBI0,Q9W2M2,0.09
Q9VBI0,Q9W2E7,0.698236
Q8MS69,P02516,0.41487
Q8MS69,P02572,0.624181368
Q8MS69,Q95029,0.50388
Q8MS69,P52029,0.4794
Q8MS69,P40427,0.58557314688
Q8MS69,P83094,0.2601
Q8MS69,Q9VXQ5,0.4641
Q8MS69,Q9V9Q4,0.153
Q8MS69,Q9VHL2,0.487509
Q8MS69,Q9VGR0,0.353739
Q8MS69,P02518,0.4942563
Q8MS69,Q9VPM0,0.5875173
Q9VBH7,Q8MS69,0.5377473
Q9VBH7,A1Z6K7,0.5971
Q9VBH7,Q9VDM7,0.21
Q9VBH7,Q0KHU5,0.56
Q9VBH7,Q6TMH4,0.21
Q9VBH7,Q7JVK6,0.8630482
Q9VBF5,Q8SY20,0.237
Q9VBF5,Q9VVS3,0.237
Q9VBF5,Q8MRE6,0.237
Q9VBF5,P05661,0.789721288
Q9VBF5,Q7KUW4,0.6241
Q9VBF5,Q24568,0.7584
Q9VBF5,Q9VJ30,0.780046
Q9VBF5,M9NFI9,0.237
Q9VBF5,Q9VPX2,0.237
Q8SY20,Q9VRB7,0.237
Q8SY20,Q8I0B7,0.09
Q8SY20,Q8STF7,0.09
Q8SY20,Q9VND3,0.237
Q9VVS3,Q9VRB7,0.61087
Q9VVS3,Q9VZ72,0.21
Q9VVS3,Q8I0B7,0.2811
Q9VVS3,Q8STF7,0.2811
Q9VVS3,Q9VND3,0.39723
Q9VVS3,Q86B87,0.69999962368
Q9VVS3,Q9V9S0,0.282
Q9VEB4,Q8T079,0.602
Q9VEB4,P32748,0.8578328
Q9VEB4,Q9V3E3,0.4386
Q9VEB4,Q9V3F3,0.849164
P40304,Q9V5L3,0.5070012
P40304,Q9VK14,0.981940296576
P40304,Q8T8V8,0.298236
P40304,Q9W1S5,0.8616657676
P40304,O18640,0.9796346406192
P40304,P49258,0.9940297501312
P40304,Q95RA8,0.98721282208
P40304,Q9V359,0.298236
P40304,Q9VKA2,0.298236
P40304,Q9VEN1,0.99540680934323
P40304,Q7KSF4,0.7853548
P40304,Q8T3K7,0.298236
P40304,Q9GQV2,0.298236
P40304,O44342,0.298236
P40304,Q9V668,0.795296
P40304,Q7K209,0.5070012
P40304,P22265,0.856346102144
P40304,Q01295,0.4999229736
P40304,Q24206,0.50611253208
P40304,Q9XZ61,0.99353431735504
P40304,O18337,0.298236
P40304,Q9W4A0,0.84798436
P40304,Q7KLV9,0.989329862704
P40304,Q9W3G9,0.09
P40304,Q8MRM6,0.298236
P40304,Q9W3D6,0.298236
P40304,Q7KJV5,0.298236
P40304,Q7KSM5,0.8458847464
P40304,Q9VG70,0.298236
P40304,Q86NT6,0.298236
P40304,Q9W470,0.8616657676
P40304,Q9VZ23,0.9918428164928
P40304,Q9VQ26,0.830430292
P40304,Q8T8U1,0.6238419156
P40304,Q9VZF2,0.2811
P40304,Q7JWD3,0.298236
P40304,Q8IH28,0.298236
P40304,Q9VIJ5,0.8799076444
P40304,Q7JVF1,0.72325444
P40304,Q8T915,0.7853548
P40304,Q9VE77,0.9046492
P40304,Q9VCE9,0.8362257124
P40304,Q7JVN4,0.298236
P40304,Q9VNI4,0.298236
P40304,Q9VEC2,0.830430292
P40304,Q9VFI3,0.298236
P40304,P18053,0.9941841212032
P40304,P12881,0.99169370850496
P40304,Q9VNA5,0.989329862704
P40304,P40301,0.9898592687392
P40304,Q9XZJ4,0.9910535002672
P40304,Q9XYN7,0.9910535002672
P40304,Q9V5C6,0.9910535002672
P40304,A0AQH0,0.98705014672
P40304,P22769,0.989142046096
P40304,Q9V3V6,0.99444915091389
P40304,O18413,0.99534036460221
P40304,Q9V405,0.99401052146705
P40304,Q7JWR4,0.298236
P40304,P48601,0.99312605073527
P40304,Q9V3P6,0.9936021058288
P40304,Q7K2G1,0.986670194056
P40304,Q9VQE5,0.8616657676
P40304,P26270,0.989329862704
P40304,Q9V3H2,0.989329862704
P40304,Q9VYG8,0.298236
P40304,Q9VYY4,0.5070012
P40304,P46824,0.98798230312
P40304,Q9V3G7,0.987946675024
P40304,Q9VPP7,0.298236
P40304,Q02308,0.2874
P40304,Q9VXY7,0.985769392
P40304,Q9V9S0,0.9344728
P40304,Q9VRP5,0.298236
P40304,O46339,0.89844488718829
P40304,Q9VR81,0.830430292
Q9V7D2,Q9VRJ3,0.89104564
Q9V7D2,Q9VN78,0.237
Q9V7D2,P20354,0.9127912
Q9V7D2,Q27331,0.973795560256
Q9V7D2,P31409,0.97737055757056
Q9V7D2,Q24583,0.93098476
Q9V7D2,Q9V7N5,0.9596164456
Q9V7D2,O97420,0.237
Q9V7D2,Q9VPY7,0.237
Q9V7D2,Q9V3J1,0.9374450824
Q9V7D2,Q9VC57,0.935377792
Q9V7D2,A1ZB86,0.6794
Q9V7D2,A8JQT1,0.878416
Q9V7D2,P07207,0.98107151383757
Q9V7D2,Q6QU65,0.632
Q9V7D2,M9NFI9,0.42012
Q9V7D2,Q9VJ30,0.948970672
Q9V7D2,P23380,0.974190853504
P50534,Q07327,0.2999901216
P50534,Q8SYI7,0.2999901216
P50534,Q95RT8,0.2999901216
P50534,Q9W3J9,0.936969146464
P50534,Q9W1V2,0.78997398688
P50534,Q7KU87,0.2999901216
P50534,Q7KU88,0.2999901216
P50534,Q7KU89,0.2999901216
P50534,Q86NW6,0.2999901216
P50534,Q8MSF1,0.2999901216
P50534,Q9VK89,0.6999769504
P50534,Q9VYG2,0.99985182779489
P50534,P48607,0.6999769504
P50534,O02193,0.99996519046196
P50534,Q9V3I5,0.99996650753859
P50534,P50535,0.99996048661685
P50534,P50536,0.99996509638506
P50534,Q8IGP5,0.78997398688
P50534,P23128,0.90997003552
P50534,Q8IP72,0.6999769504
P50534,Q9VJY9,0.6999769504
P50534,P24785,0.99996696448354
P50534,P19339,0.936969146464
P50534,Q9VSK3,0.6999769504
P50534,Q9VTZ0,0.6999769504
P50534,O01367,0.9705680400832
P50534,M9PE01,0.6999769504
Q9W0Q4,Q8T0S6,0.29748
Q9W0Q4,A8JNU1,0.21
Q9W0Q4,Q9VU14,0.21
Q9W0Q4,P50445,0.09
Q9W0Q4,Q9VXY7,0.29748
Q9W0Q4,P17210,0.299978832
Q9W0Q4,P25159,0.29999975808
Q9W0Q4,M9MRJ4,0.299664
Q9W0Q4,Q8T9A8,0.09
Q9W0Q4,P06603,0.299978832
Q9W0Q4,P06605,0.29622
Q9W0Q4,P25158,0.2706
Q9W0Q4,Q9XZ56,0.237
Q9W0Q4,Q9W0L7,0.09
Q9Y0E4,P50445,0.09
Q07327,O76880,0.09
Q07327,Q24354,0.09
Q07327,Q9W4X2,0.2811
Q07327,Q9VTI5,0.7853548
Q07327,Q9VER7,0.298236
Q07327,Q8IRR4,0.36139476
Q07327,Q9W481,0.36139476
Q07327,Q9W4B3,0.237
Q07327,X2JDS9,0.09
Q07327,O76876,0.237
Q07327,Q8IH14,0.237
Q07327,M9PH36,0.7845642256
Q07327,Q24564,0.999828432795
Q07327,P29742,0.99977527105327
Q07327,Q9V3V6,0.99444915091389
Q07327,P40423,0.99983351519775
Q07327,Q8T4F7,0.99612629727296
Q07327,Q9VEX6,0.7853548
Q07327,P48601,0.99312605073527
Q07327,Q9W392,0.950279308
Q07327,Q8IRH0,0.7853548
Q07327,Q8IRH1,0.93149044
Q07327,Q9W0E4,0.7853548
Q07327,Q9V8K2,0.99970001171446
Q07327,Q9VDE6,0.977025243776
Q07327,Q8INB9,0.99899364995794
Q07327,Q24167,0.856604029184
Q07327,Q24547,0.98018215297641
Q07327,M9NEA1,0.981471826336
Q8SYI7,Q9VJE3,0.09
Q8SYI7,P50445,0.288
Q95RT8,Q7K1V1,0.237
Q95RT8,Q8MZ24,0.09
Q95RT8,Q9V9U9,0.29433
Q95RT8,Q32KD2,0.29928
Q95RT8,Q9V5C6,0.237
Q95RT8,M9PBE2,0.2559
Q95RT8,Q5BI61,0.09
Q95RT8,Q8T3K6,0.09
Q95RT8,Q9VIS7,0.2811
Q95RT8,Q7KQM8,0.09
Q95RT8,Q9V493,0.09
Q95RT8,P27619,0.09
Q95RT8,P13095,0.2706
Q95RT8,Q9VWI1,0.21
Q95RT8,Q9VQK7,0.2972217
Q95RT8,O16810,0.299496
Q9W3J9,Q7K1V1,0.74023
Q9W3J9,Q8MZ24,0.2811
Q9W3J9,Q9V9U9,0.9192907
Q9W3J9,Q32KD2,0.9347512
Q9W3J9,Q9V5C6,0.74023
Q9W3J9,M9PBE2,0.799261
Q9W3J9,Q5BI61,0.2811
Q9W3J9,Q8T3K6,0.2811
Q9W3J9,Q9VIS7,0.877969
Q9W3J9,Q7KQM8,0.2811
Q9W3J9,Q9V493,0.2811
Q9W3J9,P27619,0.2811
Q9W3J9,P13095,0.845174
Q9W3J9,Q9VWI1,0.6559
Q9W3J9,Q9VQK7,0.928322443
Q9W3J9,O16810,0.93542584
Q9W3J9,Q9VYS4,0.2811
Q9W3J9,Q27934,0.9291292
Q9W3J9,Q9V3G1,0.89952
Q9W3J9,Q9U1I1,0.74023
Q9W3J9,P27398,0.2811
Q9W3J9,Q9V597,0.2811
Q9W3J9,O16797,0.2811
Q9W3J9,Q9W0A8,0.2811
Q9W3J9,P50445,0.89952
Q9W3J9,Q9VZN2,0.2811
Q9W3J9,Q9VH89,0.93332696
Q9W3J9,Q960N6,0.2811
Q9W3J9,Q9VLW2,0.2811
Q7K3Z8,P17886,0.4896
Q7K3Z8,O46200,0.273
Q7K3Z8,Q24036,0.153
Q7K3Z8,Q86BI4,0.153
Q7K3Z8,Q95RI5,0.2601
Q7K3Z8,O46199,0.273
Q7K3Z8,Q9V3G6,0.46002
Q7K3Z8,P50445,0.153
Q86PE8,Q9VTU3,0.288
Q86PE8,Q9VVY2,0.09
Q86PE8,Q9VJG5,0.2559
Q86PE8,Q8MQQ2,0.09
Q86PE8,Q9VPN8,0.09
Q9VL01,Q9VTU3,0.288
Q9VL01,Q9VVY2,0.59323
Q9VL01,Q9VJG5,0.2559
Q9VL01,Q9VFJ3,0.553
Q9VL01,Q8MQQ2,0.09
Q9VL01,Q9VPN8,0.59323
Q9VL01,Q24185,0.282
Q9VL01,P07187,0.744199
Q9VL01,E1JHT6,0.2916
Q9VL01,Q7KTP4,0.21
Q9VL01,Q9VMV9,0.21
Q9VL01,Q9VMW1,0.21
Q9VL01,Q9VMW2,0.21
Q9VL01,Q9VMW4,0.21
Q9W1V2,P46863,0.88959999833817
Q9W1V2,Q9VX05,0.800191
Q9W1V2,P26675,0.9529329184
Q9W1V2,Q4QPW2,0.7566793
Q9W1V2,P39413,0.766774
Q9W1V2,Q0KHQ5,0.9040647501088
Q9W1V2,Q8IQW6,0.553
Q9W1V2,Q7KTS2,0.69118
Q9W1V2,Q8T953,0.237
Q9W1V2,Q95TE1,0.237
Q9W1V2,Q9VMY3,0.6241
Q9W1V2,Q9VN78,0.21
Q9W1V2,O46042,0.237
Q9W1V2,Q8SY46,0.6241
Q9W1V2,Q9W4Q7,0.6241
Q9W1V2,Q94514,0.8064
Q9W1V2,P07668,0.509391
Q9W1V2,Q8IGB0,0.237
Q9W1V2,Q9VBX7,0.61087
Q9W1V2,Q9V9N9,0.21
Q9W1V2,Q9VBP3,0.800191
Q9W1V2,Q9VUI0,0.237
Q9W1V2,O76922,0.895768852
Q9W1V2,Q95PE5,0.21
Q9W1V2,Q7JQ85,0.237
Q9W1V2,Q7KS72,0.755161
Q9W1V2,Q9VD99,0.237
Q9W1V2,Q9V535,0.9069868336
Q9W1V2,Q9VF25,0.796654
Q9W1V2,O97148,0.67942
Q9W1V2,Q24113,0.8172493
Q9W1V2,Q7JPC7,0.21
Q9W1V2,Q8MS20,0.21
Q9W1V2,Q9VIP8,0.698824
Q9W1V2,P23757,0.8266108
Q9W1V2,P38979,0.770968098664
Q9W1V2,P07666,0.896463952
Q9W1V2,Q94511,0.84952
Q9W1V2,Q0KIC3,0.237
Q9W1V2,Q86BB6,0.6241
Q9W1V2,Q9VN49,0.6241
Q9W1V2,Q9VWQ2,0.8461873
Q9W1V2,Q9V521,0.21
Q9W1V2,P46824,0.6956782
Q9W1V2,P50445,0.809136
Q9W1V2,Q9VSJ8,0.812014
Q9W1V2,Q8IR42,0.357
Q9W1V2,Q86B79,0.822094
Q9W1V2,Q9VSB8,0.39723
Q9W1V2,Q960F7,0.553
Q7KU87,P98081,0.75682
Q7KU87,Q9VI24,0.2874
Q7KU87,Q7KQM8,0.09
Q7KU87,Q9V493,0.09
Q7KU87,A1Z7N6,0.237
Q7KU87,Q8MYZ0,0.237
Q7KU87,Q7JZC9,0.4631532
Q7KU87,Q8IGB0,0.09
Q7KU87,Q9VBX7,0.59323
Q7KU87,Q9VS46,0.6241
Q7KU87,Q9VS07,0.09
Q7KU87,Q9VK68,0.703039
Q7KU87,Q9VPI6,0.632
Q7KU87,Q02870,0.297354
Q7KU87,P40793,0.83895904
Q7KU87,Q9VKX2,0.76867
Q7KU87,A0A0B4KFP5,0.64687
Q7KU87,Q0KI87,0.30567
Q7KU87,Q7KSS0,0.7131883
Q7KU87,Q9VH03,0.09
Q7KU87,Q9VK33,0.4617798
Q7KU87,Q9VS38,0.2997732
Q7KU87,Q02748,0.850805114776
Q7KU87,C0HKA0,0.774516
Q7KU87,C0HKA1,0.76788
Q7KU87,P50445,0.456744
Q7KU87,P92208,0.82768720858
Q7KU87,P40792,0.6794
Q7KU88,P98081,0.75682
Q7KU88,Q9VI24,0.2874
Q7KU88,Q7KQM8,0.09
Q7KU88,Q9V493,0.09
Q7KU88,A1Z7N6,0.237
Q7KU88,Q8MYZ0,0.237
Q7KU88,Q7JZC9,0.4631532
Q7KU88,Q8IGB0,0.09
Q7KU88,Q9VBX7,0.59323
Q7KU88,Q9VS46,0.6241
Q7KU88,Q9VS07,0.09
Q7KU88,Q9VK68,0.703039
Q7KU88,Q9VPI6,0.632
Q7KU88,Q02870,0.297354
Q7KU88,P40793,0.83895904
Q7KU88,Q9VKX2,0.76867
Q7KU88,A0A0B4KFP5,0.64687
Q7KU88,Q0KI87,0.30567
Q7KU88,Q7KSS0,0.7131883
Q7KU88,Q9VH03,0.09
Q7KU88,Q9VK33,0.4617798
Q7KU88,Q9VS38,0.2997732
Q7KU88,Q02748,0.850805114776
Q7KU88,C0HKA0,0.774516
Q7KU88,C0HKA1,0.76788
Q7KU88,P50445,0.456744
Q7KU88,P92208,0.82768720858
Q7KU88,P40792,0.6794
Q7KU88,Q24323,0.4029
Q7KU89,P98081,0.75682
Q7KU89,Q9VI24,0.2874
Q7KU89,Q7KQM8,0.09
Q7KU89,Q9V493,0.09
Q7KU89,A1Z7N6,0.237
Q7KU89,Q8MYZ0,0.237
Q7KU89,Q7JZC9,0.4631532
Q7KU89,Q8IGB0,0.09
Q7KU89,Q9VBX7,0.59323
Q7KU89,Q9VPI6,0.632
Q7KU89,Q02870,0.297354
Q7KU89,P40793,0.83895904
Q7KU89,Q9VKX2,0.76867
Q7KU89,A0A0B4KFP5,0.64687
Q7KU89,Q0KI87,0.30567
Q7KU89,Q7KSS0,0.7131883
Q7KU89,Q9VH03,0.09
Q7KU89,Q9VK33,0.4617798
Q7KU89,Q9VS38,0.2997732
Q7KU89,Q02748,0.850805114776
Q7KU89,C0HKA0,0.774516
Q7KU89,C0HKA1,0.76788
Q7KU89,P50445,0.456744
Q7KU89,P92208,0.82768720858
Q7KU89,P40792,0.6794
Q7KU89,Q9VH81,0.832543732
Q7KU89,P18431,0.85114386152896
Q7KU89,M9NFI9,0.237
Q7KU89,Q9VXY7,0.783364
Q7KU89,Q9VDY1,0.2998992
Q86NW6,P98081,0.2874
Q86NW6,Q9VI24,0.2874
Q86NW6,Q7KQM8,0.09
Q86NW6,Q9V493,0.09
Q86NW6,A1Z7N6,0.09
Q86NW6,Q8MYZ0,0.09
Q86NW6,Q7JZC9,0.359724
Q86NW6,Q8IGB0,0.09
Q86NW6,Q9VBX7,0.2811
Q86NW6,Q9VS46,0.237
Q86NW6,Q9VS07,0.09
Q86NW6,Q9VK68,0.39723
Q86NW6,Q9VPI6,0.24
Q86NW6,Q02870,0.297354
Q86NW6,P40793,0.4674528
Q8MSF1,P98081,0.2874
Q8MSF1,Q9VI24,0.2874
Q8MSF1,Q7KQM8,0.09
Q8MSF1,Q9V493,0.09
Q8MSF1,A1Z7N6,0.09
Q8MSF1,Q8MYZ0,0.09
